#    n         h                k                l
  4402  -0.62105550E+01  -0.60954766E-03   0.42914500E-03
  4403  -0.62105553E+01  -0.60940931E-03   0.42904753E-03
  4404  -0.62105556E+01  -0.60927103E-03   0.42895011E-03
  4405  -0.62105559E+01  -0.60913281E-03   0.42885274E-03
  4406  -0.62105563E+01  -0.60899465E-03   0.42875541E-03
  4407  -0.62105566E+01  -0.60885656E-03   0.42865812E-03
  4408  -0.62105569E+01  -0.60871853E-03   0.42856088E-03
  4409  -0.62105572E+01  -0.60858056E-03   0.42846368E-03
  4410  -0.62105575E+01  -0.60844265E-03   0.42836653E-03
  4411  -0.62105579E+01  -0.60830481E-03   0.42826942E-03
  4412  -0.62105582E+01  -0.60816703E-03   0.42817235E-03
  4413  -0.62105585E+01  -0.60802931E-03   0.42807533E-03
  4414  -0.62105588E+01  -0.60789165E-03   0.42797835E-03
  4415  -0.62105591E+01  -0.60775406E-03   0.42788142E-03
  4416  -0.62105594E+01  -0.60761653E-03   0.42778453E-03
  4417  -0.62105598E+01  -0.60747906E-03   0.42768768E-03
  4418  -0.62105601E+01  -0.60734165E-03   0.42759088E-03
  4419  -0.62105604E+01  -0.60720431E-03   0.42749412E-03
  4420  -0.62105607E+01  -0.60706702E-03   0.42739741E-03
  4421  -0.62105610E+01  -0.60692980E-03   0.42730073E-03
  4422  -0.62105614E+01  -0.60679264E-03   0.42720411E-03
  4423  -0.62105617E+01  -0.60665555E-03   0.42710752E-03
  4424  -0.62105620E+01  -0.60651851E-03   0.42701098E-03
  4425  -0.62105623E+01  -0.60638154E-03   0.42691449E-03
  4426  -0.62105626E+01  -0.60624463E-03   0.42681803E-03
  4427  -0.62105629E+01  -0.60610778E-03   0.42672163E-03
  4428  -0.62105632E+01  -0.60597099E-03   0.42662526E-03
  4429  -0.62105636E+01  -0.60583426E-03   0.42652894E-03
  4430  -0.62105639E+01  -0.60569760E-03   0.42643266E-03
  4431  -0.62105642E+01  -0.60556099E-03   0.42633642E-03
  4432  -0.62105645E+01  -0.60542445E-03   0.42624023E-03
  4433  -0.62105648E+01  -0.60528797E-03   0.42614408E-03
  4434  -0.62105651E+01  -0.60515156E-03   0.42604798E-03
  4435  -0.62105655E+01  -0.60501520E-03   0.42595192E-03
  4436  -0.62105658E+01  -0.60487890E-03   0.42585590E-03
  4437  -0.62105661E+01  -0.60474267E-03   0.42575992E-03
  4438  -0.62105664E+01  -0.60460650E-03   0.42566399E-03
  4439  -0.62105667E+01  -0.60447039E-03   0.42556810E-03
  4440  -0.62105670E+01  -0.60433434E-03   0.42547226E-03
  4441  -0.62105673E+01  -0.60419835E-03   0.42537645E-03
  4442  -0.62105676E+01  -0.60406242E-03   0.42528070E-03
  4443  -0.62105680E+01  -0.60392655E-03   0.42518498E-03
  4444  -0.62105683E+01  -0.60379075E-03   0.42508931E-03
  4445  -0.62105686E+01  -0.60365501E-03   0.42499368E-03
  4446  -0.62105689E+01  -0.60351932E-03   0.42489809E-03
  4447  -0.62105692E+01  -0.60338370E-03   0.42480254E-03
  4448  -0.62105695E+01  -0.60324814E-03   0.42470704E-03
  4449  -0.62105698E+01  -0.60311264E-03   0.42461159E-03
  4450  -0.62105702E+01  -0.60297720E-03   0.42451617E-03
  4451  -0.62105705E+01  -0.60284182E-03   0.42442080E-03
  4452  -0.62105708E+01  -0.60270650E-03   0.42432547E-03
  4453  -0.62105711E+01  -0.60257125E-03   0.42423018E-03
  4454  -0.62105714E+01  -0.60243605E-03   0.42413494E-03
  4455  -0.62105717E+01  -0.60230091E-03   0.42403974E-03
  4456  -0.62105720E+01  -0.60216584E-03   0.42394458E-03
  4457  -0.62105723E+01  -0.60203082E-03   0.42384946E-03
  4458  -0.62105726E+01  -0.60189587E-03   0.42375439E-03
  4459  -0.62105730E+01  -0.60176098E-03   0.42365936E-03
  4460  -0.62105733E+01  -0.60162614E-03   0.42356437E-03
  4461  -0.62105736E+01  -0.60149137E-03   0.42346943E-03
  4462  -0.62105739E+01  -0.60135666E-03   0.42337452E-03
  4463  -0.62105742E+01  -0.60122201E-03   0.42327966E-03
  4464  -0.62105745E+01  -0.60108741E-03   0.42318485E-03
  4465  -0.62105748E+01  -0.60095288E-03   0.42309007E-03
  4466  -0.62105751E+01  -0.60081841E-03   0.42299534E-03
  4467  -0.62105754E+01  -0.60068400E-03   0.42290065E-03
  4468  -0.62105758E+01  -0.60054965E-03   0.42280600E-03
  4469  -0.62105761E+01  -0.60041536E-03   0.42271139E-03
  4470  -0.62105764E+01  -0.60028113E-03   0.42261683E-03
  4471  -0.62105767E+01  -0.60014696E-03   0.42252231E-03
  4472  -0.62105770E+01  -0.60001285E-03   0.42242783E-03
  4473  -0.62105773E+01  -0.59987879E-03   0.42233340E-03
  4474  -0.62105776E+01  -0.59974480E-03   0.42223900E-03
  4475  -0.62105779E+01  -0.59961087E-03   0.42214465E-03
  4476  -0.62105782E+01  -0.59947700E-03   0.42205034E-03
  4477  -0.62105785E+01  -0.59934319E-03   0.42195607E-03
  4478  -0.62105788E+01  -0.59920944E-03   0.42186185E-03
  4479  -0.62105791E+01  -0.59907574E-03   0.42176766E-03
  4480  -0.62105795E+01  -0.59894211E-03   0.42167352E-03
  4481  -0.62105798E+01  -0.59880854E-03   0.42157942E-03
  4482  -0.62105801E+01  -0.59867503E-03   0.42148536E-03
  4483  -0.62105804E+01  -0.59854157E-03   0.42139135E-03
  4484  -0.62105807E+01  -0.59840818E-03   0.42129737E-03
  4485  -0.62105810E+01  -0.59827484E-03   0.42120344E-03
  4486  -0.62105813E+01  -0.59814157E-03   0.42110955E-03
  4487  -0.62105816E+01  -0.59800835E-03   0.42101571E-03
  4488  -0.62105819E+01  -0.59787519E-03   0.42092190E-03
  4489  -0.62105822E+01  -0.59774210E-03   0.42082813E-03
  4490  -0.62105825E+01  -0.59760906E-03   0.42073441E-03
  4491  -0.62105828E+01  -0.59747608E-03   0.42064073E-03
  4492  -0.62105831E+01  -0.59734316E-03   0.42054709E-03
  4493  -0.62105834E+01  -0.59721030E-03   0.42045349E-03
  4494  -0.62105838E+01  -0.59707750E-03   0.42035994E-03
  4495  -0.62105841E+01  -0.59694475E-03   0.42026642E-03
  4496  -0.62105844E+01  -0.59681207E-03   0.42017295E-03
  4497  -0.62105847E+01  -0.59667944E-03   0.42007952E-03
  4498  -0.62105850E+01  -0.59654688E-03   0.41998613E-03
  4499  -0.62105853E+01  -0.59641437E-03   0.41989278E-03
  4500  -0.62105856E+01  -0.59628192E-03   0.41979948E-03
  4501  -0.62105859E+01  -0.59614953E-03   0.41970621E-03
  4502  -0.62105862E+01  -0.59601720E-03   0.41961299E-03
  4503  -0.62105865E+01  -0.59588493E-03   0.41951981E-03
  4504  -0.62105868E+01  -0.59575272E-03   0.41942667E-03
  4505  -0.62105871E+01  -0.59562056E-03   0.41933357E-03
  4506  -0.62105874E+01  -0.59548847E-03   0.41924051E-03
  4507  -0.62105877E+01  -0.59535643E-03   0.41914749E-03
  4508  -0.62105880E+01  -0.59522445E-03   0.41905451E-03
  4509  -0.62105883E+01  -0.59509253E-03   0.41896158E-03
  4510  -0.62105886E+01  -0.59496067E-03   0.41886869E-03
  4511  -0.62105889E+01  -0.59482887E-03   0.41877584E-03
  4512  -0.62105892E+01  -0.59469712E-03   0.41868302E-03
  4513  -0.62105895E+01  -0.59456544E-03   0.41859025E-03
  4514  -0.62105898E+01  -0.59443381E-03   0.41849753E-03
  4515  -0.62105901E+01  -0.59430224E-03   0.41840484E-03
  4516  -0.62105905E+01  -0.59417073E-03   0.41831219E-03
  4517  -0.62105908E+01  -0.59403927E-03   0.41821959E-03
  4518  -0.62105911E+01  -0.59390788E-03   0.41812702E-03
  4519  -0.62105914E+01  -0.59377654E-03   0.41803450E-03
  4520  -0.62105917E+01  -0.59364526E-03   0.41794202E-03
  4521  -0.62105920E+01  -0.59351404E-03   0.41784957E-03
  4522  -0.62105923E+01  -0.59338288E-03   0.41775717E-03
  4523  -0.62105926E+01  -0.59325177E-03   0.41766481E-03
  4524  -0.62105929E+01  -0.59312072E-03   0.41757249E-03
  4525  -0.62105932E+01  -0.59298973E-03   0.41748022E-03
  4526  -0.62105935E+01  -0.59285880E-03   0.41738798E-03
  4527  -0.62105938E+01  -0.59272793E-03   0.41729578E-03
  4528  -0.62105941E+01  -0.59259711E-03   0.41720363E-03
  4529  -0.62105944E+01  -0.59246635E-03   0.41711151E-03
  4530  -0.62105947E+01  -0.59233565E-03   0.41701944E-03
  4531  -0.62105950E+01  -0.59220501E-03   0.41692740E-03
  4532  -0.62105953E+01  -0.59207442E-03   0.41683541E-03
  4533  -0.62105956E+01  -0.59194390E-03   0.41674346E-03
  4534  -0.62105959E+01  -0.59181343E-03   0.41665154E-03
  4535  -0.62105962E+01  -0.59168301E-03   0.41655967E-03
  4536  -0.62105965E+01  -0.59155266E-03   0.41646784E-03
  4537  -0.62105968E+01  -0.59142236E-03   0.41637605E-03
  4538  -0.62105971E+01  -0.59129212E-03   0.41628430E-03
  4539  -0.62105974E+01  -0.59116194E-03   0.41619259E-03
  4540  -0.62105977E+01  -0.59103181E-03   0.41610092E-03
  4541  -0.62105980E+01  -0.59090174E-03   0.41600929E-03
  4542  -0.62105983E+01  -0.59077173E-03   0.41591770E-03
  4543  -0.62105986E+01  -0.59064178E-03   0.41582615E-03
  4544  -0.62105989E+01  -0.59051188E-03   0.41573465E-03
  4545  -0.62105992E+01  -0.59038204E-03   0.41564318E-03
  4546  -0.62105995E+01  -0.59025226E-03   0.41555175E-03
  4547  -0.62105998E+01  -0.59012253E-03   0.41546036E-03
  4548  -0.62106001E+01  -0.58999286E-03   0.41536902E-03
  4549  -0.62106004E+01  -0.58986325E-03   0.41527771E-03
  4550  -0.62106007E+01  -0.58973370E-03   0.41518644E-03
  4551  -0.62106010E+01  -0.58960420E-03   0.41509521E-03
  4552  -0.62106013E+01  -0.58947476E-03   0.41500403E-03
  4553  -0.62106016E+01  -0.58934537E-03   0.41491288E-03
  4554  -0.62106019E+01  -0.58921605E-03   0.41482177E-03
  4555  -0.62106022E+01  -0.58908678E-03   0.41473071E-03
  4556  -0.62106025E+01  -0.58895756E-03   0.41463968E-03
  4557  -0.62106028E+01  -0.58882841E-03   0.41454869E-03
  4558  -0.62106031E+01  -0.58869930E-03   0.41445775E-03
  4559  -0.62106034E+01  -0.58857026E-03   0.41436684E-03
  4560  -0.62106036E+01  -0.58844127E-03   0.41427597E-03
  4561  -0.62106039E+01  -0.58831234E-03   0.41418515E-03
  4562  -0.62106042E+01  -0.58818347E-03   0.41409436E-03
  4563  -0.62106045E+01  -0.58805465E-03   0.41400361E-03
  4564  -0.62106048E+01  -0.58792589E-03   0.41391290E-03
  4565  -0.62106051E+01  -0.58779718E-03   0.41382223E-03
  4566  -0.62106054E+01  -0.58766853E-03   0.41373161E-03
  4567  -0.62106057E+01  -0.58753994E-03   0.41364102E-03
  4568  -0.62106060E+01  -0.58741141E-03   0.41355047E-03
  4569  -0.62106063E+01  -0.58728292E-03   0.41345996E-03
  4570  -0.62106066E+01  -0.58715450E-03   0.41336949E-03
  4571  -0.62106069E+01  -0.58702613E-03   0.41327906E-03
  4572  -0.62106072E+01  -0.58689782E-03   0.41318867E-03
  4573  -0.62106075E+01  -0.58676957E-03   0.41309832E-03
  4574  -0.62106078E+01  -0.58664137E-03   0.41300801E-03
  4575  -0.62106081E+01  -0.58651322E-03   0.41291773E-03
  4576  -0.62106084E+01  -0.58638514E-03   0.41282750E-03
  4577  -0.62106087E+01  -0.58625710E-03   0.41273731E-03
  4578  -0.62106090E+01  -0.58612913E-03   0.41264715E-03
  4579  -0.62106093E+01  -0.58600121E-03   0.41255704E-03
  4580  -0.62106096E+01  -0.58587334E-03   0.41246696E-03
  4581  -0.62106099E+01  -0.58574554E-03   0.41237693E-03
  4582  -0.62106101E+01  -0.58561778E-03   0.41228693E-03
  4583  -0.62106104E+01  -0.58549009E-03   0.41219697E-03
  4584  -0.62106107E+01  -0.58536245E-03   0.41210706E-03
  4585  -0.62106110E+01  -0.58523486E-03   0.41201718E-03
  4586  -0.62106113E+01  -0.58510733E-03   0.41192734E-03
  4587  -0.62106116E+01  -0.58497986E-03   0.41183754E-03
  4588  -0.62106119E+01  -0.58485244E-03   0.41174778E-03
  4589  -0.62106122E+01  -0.58472507E-03   0.41165805E-03
  4590  -0.62106125E+01  -0.58459777E-03   0.41156837E-03
  4591  -0.62106128E+01  -0.58447051E-03   0.41147873E-03
  4592  -0.62106131E+01  -0.58434332E-03   0.41138912E-03
  4593  -0.62106134E+01  -0.58421618E-03   0.41129955E-03
  4594  -0.62106137E+01  -0.58408909E-03   0.41121003E-03
  4595  -0.62106140E+01  -0.58396206E-03   0.41112054E-03
  4596  -0.62106142E+01  -0.58383508E-03   0.41103109E-03
  4597  -0.62106145E+01  -0.58370816E-03   0.41094168E-03
  4598  -0.62106148E+01  -0.58358130E-03   0.41085231E-03
  4599  -0.62106151E+01  -0.58345449E-03   0.41076298E-03
  4600  -0.62106154E+01  -0.58332773E-03   0.41067368E-03
  4601  -0.62106157E+01  -0.58320103E-03   0.41058443E-03
  4602  -0.62106160E+01  -0.58307439E-03   0.41049521E-03
  4603  -0.62106163E+01  -0.58294780E-03   0.41040604E-03
  4604  -0.62106166E+01  -0.58282126E-03   0.41031690E-03
  4605  -0.62106169E+01  -0.58269478E-03   0.41022780E-03
  4606  -0.62106172E+01  -0.58256835E-03   0.41013874E-03
  4607  -0.62106175E+01  -0.58244198E-03   0.41004971E-03
  4608  -0.62106177E+01  -0.58231567E-03   0.40996073E-03
  4609  -0.62106180E+01  -0.58218941E-03   0.40987178E-03
  4610  -0.62106183E+01  -0.58206320E-03   0.40978288E-03
  4611  -0.62106186E+01  -0.58193705E-03   0.40969401E-03
  4612  -0.62106189E+01  -0.58181095E-03   0.40960518E-03
  4613  -0.62106192E+01  -0.58168491E-03   0.40951639E-03
  4614  -0.62106195E+01  -0.58155892E-03   0.40942764E-03
  4615  -0.62106198E+01  -0.58143299E-03   0.40933892E-03
  4616  -0.62106201E+01  -0.58130711E-03   0.40925025E-03
  4617  -0.62106204E+01  -0.58118129E-03   0.40916161E-03
  4618  -0.62106206E+01  -0.58105552E-03   0.40907301E-03
  4619  -0.62106209E+01  -0.58092980E-03   0.40898445E-03
  4620  -0.62106212E+01  -0.58080414E-03   0.40889593E-03
  4621  -0.62106215E+01  -0.58067854E-03   0.40880745E-03
  4622  -0.62106218E+01  -0.58055298E-03   0.40871900E-03
  4623  -0.62106221E+01  -0.58042749E-03   0.40863059E-03
  4624  -0.62106224E+01  -0.58030204E-03   0.40854222E-03
  4625  -0.62106227E+01  -0.58017665E-03   0.40845389E-03
  4626  -0.62106230E+01  -0.58005132E-03   0.40836560E-03
  4627  -0.62106232E+01  -0.57992604E-03   0.40827735E-03
  4628  -0.62106235E+01  -0.57980081E-03   0.40818913E-03
  4629  -0.62106238E+01  -0.57967564E-03   0.40810095E-03
  4630  -0.62106241E+01  -0.57955052E-03   0.40801281E-03
  4631  -0.62106244E+01  -0.57942545E-03   0.40792471E-03
  4632  -0.62106247E+01  -0.57930044E-03   0.40783665E-03
  4633  -0.62106250E+01  -0.57917549E-03   0.40774862E-03
  4634  -0.62106253E+01  -0.57905058E-03   0.40766063E-03
  4635  -0.62106255E+01  -0.57892573E-03   0.40757268E-03
  4636  -0.62106258E+01  -0.57880094E-03   0.40748477E-03
  4637  -0.62106261E+01  -0.57867620E-03   0.40739689E-03
  4638  -0.62106264E+01  -0.57855151E-03   0.40730906E-03
  4639  -0.62106267E+01  -0.57842688E-03   0.40722126E-03
  4640  -0.62106270E+01  -0.57830229E-03   0.40713350E-03
  4641  -0.62106273E+01  -0.57817777E-03   0.40704578E-03
  4642  -0.62106276E+01  -0.57805330E-03   0.40695809E-03
  4643  -0.62106278E+01  -0.57792888E-03   0.40687044E-03
  4644  -0.62106281E+01  -0.57780451E-03   0.40678284E-03
  4645  -0.62106284E+01  -0.57768020E-03   0.40669526E-03
  4646  -0.62106287E+01  -0.57755594E-03   0.40660773E-03
  4647  -0.62106290E+01  -0.57743173E-03   0.40652023E-03
  4648  -0.62106293E+01  -0.57730758E-03   0.40643277E-03
  4649  -0.62106296E+01  -0.57718348E-03   0.40634535E-03
  4650  -0.62106298E+01  -0.57705944E-03   0.40625797E-03
  4651  -0.62106301E+01  -0.57693544E-03   0.40617062E-03
  4652  -0.62106304E+01  -0.57681151E-03   0.40608332E-03
  4653  -0.62106307E+01  -0.57668762E-03   0.40599604E-03
  4654  -0.62106310E+01  -0.57656379E-03   0.40590881E-03
  4655  -0.62106313E+01  -0.57644001E-03   0.40582162E-03
  4656  -0.62106315E+01  -0.57631628E-03   0.40573446E-03
  4657  -0.62106318E+01  -0.57619261E-03   0.40564734E-03
  4658  -0.62106321E+01  -0.57606899E-03   0.40556025E-03
  4659  -0.62106324E+01  -0.57594542E-03   0.40547321E-03
  4660  -0.62106327E+01  -0.57582191E-03   0.40538620E-03
  4661  -0.62106330E+01  -0.57569845E-03   0.40529923E-03
  4662  -0.62106333E+01  -0.57557504E-03   0.40521229E-03
  4663  -0.62106335E+01  -0.57545168E-03   0.40512540E-03
  4664  -0.62106338E+01  -0.57532838E-03   0.40503854E-03
  4665  -0.62106341E+01  -0.57520513E-03   0.40495171E-03
  4666  -0.62106344E+01  -0.57508194E-03   0.40486493E-03
  4667  -0.62106347E+01  -0.57495879E-03   0.40477818E-03
  4668  -0.62106350E+01  -0.57483570E-03   0.40469147E-03
  4669  -0.62106352E+01  -0.57471266E-03   0.40460480E-03
  4670  -0.62106355E+01  -0.57458968E-03   0.40451816E-03
  4671  -0.62106358E+01  -0.57446674E-03   0.40443156E-03
  4672  -0.62106361E+01  -0.57434386E-03   0.40434500E-03
  4673  -0.62106364E+01  -0.57422104E-03   0.40425847E-03
  4674  -0.62106367E+01  -0.57409826E-03   0.40417198E-03
  4675  -0.62106369E+01  -0.57397554E-03   0.40408553E-03
  4676  -0.62106372E+01  -0.57385287E-03   0.40399912E-03
  4677  -0.62106375E+01  -0.57373025E-03   0.40391274E-03
  4678  -0.62106378E+01  -0.57360768E-03   0.40382640E-03
  4679  -0.62106381E+01  -0.57348517E-03   0.40374010E-03
  4680  -0.62106383E+01  -0.57336271E-03   0.40365383E-03
  4681  -0.62106386E+01  -0.57324030E-03   0.40356760E-03
  4682  -0.62106389E+01  -0.57311794E-03   0.40348141E-03
  4683  -0.62106392E+01  -0.57299564E-03   0.40339525E-03
  4684  -0.62106395E+01  -0.57287339E-03   0.40330913E-03
  4685  -0.62106397E+01  -0.57275119E-03   0.40322305E-03
  4686  -0.62106400E+01  -0.57262904E-03   0.40313700E-03
  4687  -0.62106403E+01  -0.57250694E-03   0.40305099E-03
  4688  -0.62106406E+01  -0.57238490E-03   0.40296502E-03
  4689  -0.62106409E+01  -0.57226291E-03   0.40287908E-03
  4690  -0.62106412E+01  -0.57214097E-03   0.40279319E-03
  4691  -0.62106414E+01  -0.57201908E-03   0.40270732E-03
  4692  -0.62106417E+01  -0.57189725E-03   0.40262150E-03
  4693  -0.62106420E+01  -0.57177546E-03   0.40253571E-03
  4694  -0.62106423E+01  -0.57165373E-03   0.40244995E-03
  4695  -0.62106426E+01  -0.57153205E-03   0.40236424E-03
  4696  -0.62106428E+01  -0.57141042E-03   0.40227856E-03
  4697  -0.62106431E+01  -0.57128884E-03   0.40219292E-03
  4698  -0.62106434E+01  -0.57116732E-03   0.40210731E-03
  4699  -0.62106437E+01  -0.57104585E-03   0.40202174E-03
  4700  -0.62106439E+01  -0.57092442E-03   0.40193620E-03
  4701  -0.62106442E+01  -0.57080305E-03   0.40185071E-03
  4702  -0.62106445E+01  -0.57068174E-03   0.40176524E-03
  4703  -0.62106448E+01  -0.57056047E-03   0.40167982E-03
  4704  -0.62106451E+01  -0.57043925E-03   0.40159443E-03
  4705  -0.62106453E+01  -0.57031809E-03   0.40150908E-03
  4706  -0.62106456E+01  -0.57019698E-03   0.40142376E-03
  4707  -0.62106459E+01  -0.57007592E-03   0.40133848E-03
  4708  -0.62106462E+01  -0.56995491E-03   0.40125324E-03
  4709  -0.62106465E+01  -0.56983395E-03   0.40116803E-03
  4710  -0.62106467E+01  -0.56971304E-03   0.40108286E-03
  4711  -0.62106470E+01  -0.56959219E-03   0.40099773E-03
  4712  -0.62106473E+01  -0.56947138E-03   0.40091263E-03
  4713  -0.62106476E+01  -0.56935063E-03   0.40082756E-03
  4714  -0.62106478E+01  -0.56922993E-03   0.40074254E-03
  4715  -0.62106481E+01  -0.56910928E-03   0.40065755E-03
  4716  -0.62106484E+01  -0.56898868E-03   0.40057259E-03
  4717  -0.62106487E+01  -0.56886813E-03   0.40048767E-03
  4718  -0.62106490E+01  -0.56874763E-03   0.40040279E-03
  4719  -0.62106492E+01  -0.56862719E-03   0.40031794E-03
  4720  -0.62106495E+01  -0.56850679E-03   0.40023313E-03
  4721  -0.62106498E+01  -0.56838645E-03   0.40014836E-03
  4722  -0.62106501E+01  -0.56826615E-03   0.40006362E-03
  4723  -0.62106503E+01  -0.56814591E-03   0.39997892E-03
  4724  -0.62106506E+01  -0.56802572E-03   0.39989425E-03
  4725  -0.62106509E+01  -0.56790558E-03   0.39980962E-03
  4726  -0.62106512E+01  -0.56778549E-03   0.39972502E-03
  4727  -0.62106514E+01  -0.56766545E-03   0.39964046E-03
  4728  -0.62106517E+01  -0.56754546E-03   0.39955594E-03
  4729  -0.62106520E+01  -0.56742552E-03   0.39947145E-03
  4730  -0.62106523E+01  -0.56730564E-03   0.39938700E-03
  4731  -0.62106525E+01  -0.56718580E-03   0.39930258E-03
  4732  -0.62106528E+01  -0.56706601E-03   0.39921820E-03
  4733  -0.62106531E+01  -0.56694628E-03   0.39913386E-03
  4734  -0.62106534E+01  -0.56682659E-03   0.39904955E-03
  4735  -0.62106536E+01  -0.56670696E-03   0.39896527E-03
  4736  -0.62106539E+01  -0.56658738E-03   0.39888103E-03
  4737  -0.62106542E+01  -0.56646784E-03   0.39879683E-03
  4738  -0.62106545E+01  -0.56634836E-03   0.39871266E-03
  4739  -0.62106547E+01  -0.56622893E-03   0.39862853E-03
  4740  -0.62106550E+01  -0.56610955E-03   0.39854444E-03
  4741  -0.62106553E+01  -0.56599021E-03   0.39846037E-03
