l  tau  s   h   p   n   pp  lm  lv  la  lj  ls         Hs1         body
2   0   5  -7   1  -1   1   0   0   0   0   0  -1.374434588959e-07  MO
2   0   5  -7   1   0   1   0   0   0   0   0  -6.013286997390e-07  MO
2   0   5  -7   1   1   1   0   0   0   0   0  +5.491949739509e-08  MO
3   0   5  -7   2   0   1   0   0   0   0   0  -2.109227073869e-08  MO
2   0   5  -7   3   0   1   0   0   0   0   0  -1.876597055259e-07  MO
2   0   5  -7   3   1   1   0   0   0   0   0  -7.597558928174e-08  MO
2   0   5  -7   5   5   0   0   0   0   0   0  -6.631583578735e-08  MO
2   0   5  -6  -1   0   2   0   0   0   0   0  -2.092584801931e-07  MO
3   0   5  -6   0  -1   0   0   0   0   0   0  -8.755282193420e-09  MO
3   0   5  -6   0   0   0   0   0   0   0   0  +1.009389971886e-08  MO
3   0   5  -6   0   0   2   0   0   0   0   0  -2.431218857016e-08  MO
2   0   5  -6   1  -2   0   0   0   0   0   0  -2.981137408007e-08  MO
2   0   5  -6   1  -1   0   0   0   0   0   0  -9.235737348497e-07  MO
2   0   5  -6   1   0   0   0   0   0   0   0  -3.634455118126e-06  MO
2   0   5  -6   1   0   2   0   0   0   0   0  -7.522668704454e-07  MO
2   0   5  -6   1   1   0   0   0   0   0   0  +2.286865237381e-07  MO
2   0   5  -6   1   1   2   0   0   0   0   0  -3.058198362850e-07  MO
2   0   5  -6   1   2   2   0   0   0   0   0  -2.546991183540e-08  MO
3   0   5  -6   2   0   0   0   0   0   0   0  -1.340426468042e-07  MO
2   0   5  -6   2   0   1   0   0   0   0   0  +2.391422119773e-08  MO
3   0   5  -6   2   1   0   0   0   0   0   0  -1.975365321325e-08  MO
2   0   5  -6   3   0   0   0   0   0   0   0  -1.386699219800e-06  MO
2   0   5  -6   3   1   0   0   0   0   0   0  -5.743030972659e-07  MO
2   0   5  -6   3   2   0   0   0   0   0   0  -4.952884844129e-08  MO
2   0   5  -5  -1  -1   1   0   0   0   0   0  -5.371112373699e-07  MO
2   0   5  -5  -1   0  -1   0   0   0   0   0  +8.183656331205e-08  MO
2   0   5  -5  -1   0   1   0   0   0   0   0  -2.427709508368e-06  MO
2   0   5  -5  -1   1   1   0   0   0   0   0  +1.911690541737e-07  MO
2   0   5  -5   0  -1   0   0   0   0   0   0  +3.939876987039e-08  MO
3   0   5  -5   0  -1   1   0   0   0   0   0  -1.327763869829e-08  MO
2   0   5  -5   0   0   0   0   0   0   0   0  +2.771300066182e-08  MO
3   0   5  -5   0   0   1   0   0   0   0   0  -3.089673964124e-07  MO
3   0   5  -5   0   1   1   0   0   0   0   0  -4.677925568633e-08  MO
2   0   5  -5   1  -1  -1   0   0   0   0   0  +4.102681821214e-08  MO
2   0   5  -5   1   0  -1   0   0   0   0   0  +9.902151803054e-08  MO
2   0   5  -5   1   0   1   0   0   0   0   0  -1.074909872929e-05  MO
4   0   5  -5   1   0   1   0   0   0   0   0  +7.416664667980e-09  MO
2   0   5  -5   1   1   1   0   0   0   0   0  -4.394319547500e-06  MO
2   0   5  -5   1   2   1   0   0   0   0   0  -3.990527379894e-07  MO
2   0   5  -5   2   0   0   0   0   0   0   0  +1.998519786630e-07  MO
3   0   5  -5   2   0   1   0   0   0   0   0  -5.018006777799e-08  MO
2   0   5  -5   2   1   0   0   0   0   0   0  +8.190892101613e-08  MO
3   0   5  -5   2   1   1   0   0   0   0   0  -2.926869129949e-08  MO
2   0   5  -5   3   0  -1   0   0   0   0   0  +2.760446410570e-08  MO
2   0   5  -4  -3  -1   0   0   0   0   0   0  +2.579552150375e-08  MO
2   0   5  -4  -3   0   2   0   0   0   0   0  -5.502803395121e-08  MO
3   0   5  -4  -2  -1   0   0   0   0   0   0  -1.403739459110e-08  MO
3   0   5  -4  -2   0   0   0   0   0   0   0  +3.147560127387e-08  MO
2   0   5  -4  -1  -1   0   0   0   0   0   0  -4.798690576739e-06  MO
2   0   5  -4  -1   0   0   0   0   0   0   0  -1.862574132209e-05  MO
2   0   5  -4  -1   0   2   0   0   0   0   0  -1.926342976813e-06  MO
2   0   5  -4  -1   1   0   0   0   0   0   0  +1.170928546240e-06  MO
2   0   5  -4  -1   1   2   0   0   0   0   0  -7.796904402909e-07  MO
3   0   5  -4   0  -1   0   0   0   0   0   0  -1.421828885130e-07  MO
2   0   5  -4  -1   2   2   0   0   0   0   0  -6.143169076210e-08  MO
3   0   5  -4   0   0   0   0   0   0   0   0  -2.407702603191e-06  MO
2   0   5  -4   0   0   1   0   0   0   0   0  +1.635645900680e-07  MO
3   0   5  -4   0   0   2   0   0   0   0   0  -4.663454027818e-08  MO
3   0   5  -4   0   1   0   0   0   0   0   0  -3.714482738837e-07  MO
2   0   5  -4   0   1   1   0   0   0   0   0  +6.461542974152e-08  MO
3   0   5  -4   0   1   2   0   0   0   0   0  -2.818332573832e-08  MO
3   0   5  -4   0   2   0   0   0   0   0   0  +3.375486895232e-08  MO
2   0   5  -4  -1   1   0   0   0   0   2   0  +2.746715983380e-08  MO
2   0   5  -4   1   0   0   0   0   0   0   0  -9.504520893950e-05  MO
4   0   5  -4   1   0   0   0   0   0   0   0  +6.606258382308e-08  MO
2   0   5  -4   1   0   2   0   0   0   0   0  +3.064348767697e-08  MO
2   0   5  -4   1   1   0   0   0   0   0   0  -3.939840808187e-05  MO
4   0   5  -4   1   1   0   0   0   0   0   0  +2.427600971812e-08  MO
2   0   5  -4   1   2   0   0   0   0   0   0  -3.622552275806e-06  MO
3   0   5  -4   2   0   0   0   0   0   0   0  -5.192388844627e-07  MO
2   0   5  -4   1   3   0   0   0   0   0   0  +7.394957356756e-08  MO
3   0   5  -4   2   1   0   0   0   0   0   0  -3.227153601872e-07  MO
3   0   5  -4   2   2   0   0   0   0   0   0  -5.842884604287e-08  MO
2   0   5  -4   3   2   0   0   0   0   0   0  +7.644591435825e-08  MO
2   0   5  -4   3   3   0   0   0   0   0   0  +3.198210520241e-08  MO
2   0   5  -3  -3  -1   1   0   0   0   0   0  -1.009389971886e-07  MO
2   0   5   0  -1   0   0   0  -2   0   0   0  +2.786232027066e-08  MO
2   0   5  -3  -3   0   1   0   0   0   0   0  -9.937968866573e-07  MO
2   0   5  -3  -3   1   1   0   0   0   0   0  +6.266177173142e-08  MO
2   0   5  -3  -2  -1   0   0   0   0   0   0  +4.739429617099e-08  MO
2   0   5  -3  -2   0   0   0   0   0   0   0  +9.981745277540e-08  MO
3   0   5  -3  -2   0   1   0   0   0   0   0  -2.877304102656e-07  MO
3   0   5  -3  -2   1   1   0   0   0   0   0  -4.442763030380e-08  MO
2   0   5  -3  -1  -1  -1   0   0   0   0   0  +2.023121406017e-07  MO
2   0   5  -3  -1   0  -1   0   0   0   0   0  +4.905852336478e-07  MO
3   0   5  -3  -1   0   0   0   0   0   0   0  +2.619348887618e-08  MO
2   0   5  -3  -1   0   1   0   0   0   0   0  -3.727514361341e-05  MO
4   0   5  -3  -1   0   1   0   0   0   0   0  +2.554226953948e-08  MO
2   0   5  -3  -1   1   1   0   0   0   0   0  -1.514229673237e-05  MO
4   0   5  -3  -1   1   1   0   0   0   0   0  +9.225607269926e-09  MO
2   0   5  -3  -1   0   0   0   0   0   1   0  +3.685572170794e-08  MO
2   0   5  -3  -1   2   1   0   0   0   0   0  -1.394622388397e-06  MO
3   0   5  -3   0   0  -1   0   0   0   0   0  +5.687315540519e-08  MO
2   0   5  -3   0   0   0   0   0   0   0   0  +2.334838395184e-06  MO
3   0   5  -3   0   0   1   0   0   0   0   0  -9.867420105097e-07  MO
2   0   5  -3  -1   3   1   0   0   0   0   0  +3.046259341678e-08  MO
2   0   5  -3   0   1   0   0   0   0   0   0  +9.599334811488e-07  MO
3   0   5  -3   0   1   1   0   0   0   0   0  -6.085644701468e-07  MO
2   0   5  -3   0   2   0   0   0   0   0   0  +8.863818749537e-08  MO
3   0   5  -3   0   2   1   0   0   0   0   0  -1.143975301471e-07  MO
2   0   5  -3   1   0  -1   0   0   0   0   0  +1.931371837246e-06  MO
3   0   5  -3   1   0   0   0   0   0   0   0  +3.867519282961e-08  MO
4   0   5  -3   1   0   1   0   0   0   0   0  +6.114225994578e-09  MO
2   0   5  -3   1   1  -1   0   0   0   0   0  +7.506026432516e-07  MO
3   0   5  -3   1   1   0   0   0   0   0   0  +2.431218857016e-08  MO
4   0   5  -3   1   1   1   0   0   0   0   0  +4.341462244671e-09  MO
2   0   5  -3   1   2  -4   0   0   0   0   0  +7.792924729185e-08  MO
3   0   5  -3   2   0  -1   0   0   0   0   0  +8.502030229148e-09  MO
2   0   5  -1  -1   0   0   0  -1   0   0   0  +2.547155627559e-08  MO
2   0   5  -3   1   3   1   0   0   0   0   0  +5.455770887470e-08  MO
2   0   5  -2  -3  -2   0   0   0   0   0   0  +1.156637899684e-07  MO
2   0   5  -2  -3  -1   0   0   0   0   0   0  -1.798523092559e-06  MO
2   0   5  -2  -3   0  -2   0   0   0   0   0  +9.420973070936e-08  MO
2   0   5  -2  -3   0   0   0   0   0   0   0  -1.145617821353e-05  MO
2   0   5  -2  -3   1   0   0   0   0   0   0  +7.729611738117e-07  MO
3   0   5  -2  -2  -1   0   0   0   0   0   0  -9.033859354120e-08  MO
3   0   5  -2  -2   0   0   0   0   0   0   0  -3.573529931293e-06  MO
2   0   5  -2  -2   0   1   0   0   0   0   0  +1.005410298162e-07  MO
3   0   5  -2  -2   1   0   0   0   0   0   0  -5.532470053793e-07  MO
2   0   5  -2  -2   1   1   0   0   0   0   0  +2.510812331501e-08  MO
2   0   5  -2  -1  -1   0   0   0   0   0   0  -5.734348048170e-08  MO
4   0   5  -2  -1  -1   0   0   0   0   0   0  -2.821950459036e-09  MO
3   0   5  -2  -2   2   0   0   0   0   0   0  +4.334226474263e-08  MO
2   0   5  11  -1   0   0   0  -8   0   0   0  +8.011393236570e-08  MO
2   0   5  -2  -1   0  -2   0   0   0   0   0  -1.467776027219e-07  MO
3   0   5  -2  -1   0  -1   0   0   0   0   0  -9.044713009731e-09  MO
2   0   5  -2  -1   0   0   0   0   0   0   0  -4.921481600559e-04  MO
4   0   5  -2  -1   0   0   0   0   0   0   0  +3.412389324311e-07  MO
2   0   5  -2   1  -1   0   0   0   0  -2   0  +8.446912828718e-08  MO
2   0   5  -1   0   0   0   0   0  -2   0   0  +3.134535824168e-08  MO
2   0   5  -2  -1   1   0   0   0   0   0   0  -2.039077365131e-04  MO
4   0   5  -2  -1   1   0   0   0   0   0   0  +1.257215108353e-07  MO
2   0   5  -2  -1   1   2   0   0   0   0   0  +4.688779224245e-08  MO
2   0   5  -2   1   0   0   0   0   0  -2   0  +5.448209593762e-08  MO
2   0   5  -2  -1   2   0   0   0   0   0   0  -1.907359933148e-05  MO
4   0   5  -2  -1   2   0   0   0   0   0   0  +6.729266479240e-09  MO
2   0   5  -2   0   0  -1   0   0   0   0   0  -5.127628699477e-07  MO
3   0   5  -2   0   0   0   0   0   0   0   0  -1.458857940192e-05  MO
5   0   5  -2   0   0   0   0   0   0   0   0  +1.186666346877e-08  MO
2   0   5  -2  -1   3   0   0   0   0   0   0  +4.101234667133e-07  MO
2   0   5  -2   0   1  -1   0   0   0   0   0  -2.071601067749e-07  MO
3   0   5  -2   0   1   0   0   0   0   0   0  -9.071232108276e-06  MO
5   0   5  -2   0   1   0   0   0   0   0   0  +6.910160739435e-09  MO
2   0   5  -2   0   2  -1   0   0   0   0   0  -1.794471061131e-08  MO
3   0   5  -2   0   2   0   0   0   0   0   0  -1.769616189780e-06  MO
2   0   5  -2   1   0  -2   0   0   0   0   0  +6.103372338967e-08  MO
4   0   5  -2   1   0   0   0   0   0   0   0  +1.004324932601e-07  MO
3   0   5  -2   0   3   0   0   0   0   0   0  -8.947030109226e-08  MO
2   0   5  -2   1   1  -2   0   0   0   0   0  +2.778535836590e-08  MO
4   0   5  -2   1   1   0   0   0   0   0   0  +8.324753854157e-08  MO
2   0   5  -2   1   2   0   0   0   0   0   0  +2.097505125809e-06  MO
4   0   5  -2   1   2   0   0   0   0   0   0  +2.355243267734e-08  MO
2   0   5  -2   1   3   0   0   0   0   0   0  +8.700290338321e-07  MO
2   0   5  -2   1   4   0   0   0   0   0   0  +8.136623823554e-08  MO
3   0   5  -2   2   2   0   0   0   0   0   0  +2.018779943772e-08  MO
3   0   5  -2   2   3   0   0   0   0   0   0  +1.266259821362e-08  MO
2   0   5  -1  -5   0   1   0   0   0   0   0  -4.305283392632e-08  MO
2   0   5  -1  -4   0   0   0   0   0   0   0  +3.683007137563e-08  MO
3   0   5  -1  -4   0   1   0   0   0   0   0  -1.950040124898e-08  MO
2   0   5  -1  -3  -1  -1   0   0   0   0   0  +7.546908535320e-08  MO
2   0   5  -1  -3   0  -1   0   0   0   0   0  +3.035043897545e-07  MO
3   0   5  -1  -3   0   0   0   0   0   0   0  +1.581015834101e-08  MO
2   0   5  -1  -3   0   1   0   0   0   0   0  -4.063970449533e-06  MO
4   0   5  -1  -3   0   1   0   0   0   0   0  +3.075202423309e-09  MO
2   0   5  -1  -3   1   1   0   0   0   0   0  -1.564518277571e-06  MO
2   0   5  -1  -3   2   1   0   0   0   0   0  -1.385650033091e-07  MO
3   0   5  -1  -2   0  -1   0   0   0   0   0  +8.129388053147e-08  MO
2   0   5  -1  -2   0   0   0   0   0   0   0  +3.001108134333e-06  MO
3   0   5  -1  -2   0   1   0   0   0   0   0  -2.452926168239e-07  MO
2   0   5  -1  -2   1   0   0   0   0   0   0  +1.244914298659e-06  MO
3   0   5  -1  -2   1   1   0   0   0   0   0  -1.509743495584e-07  MO
2   0   5  -1  -2   2   0   0   0   0   0   0  +1.147231398154e-07  MO
3   0   5  -1  -2   2   1   0   0   0   0   0  -2.442072512627e-08  MO
2   0   5  -1  -1   0  -1   0   0   0   0   0  +9.340692198262e-06  MO
3   0   5  -1  -1   0   0   0   0   0   0   0  +1.543028039460e-07  MO
4   0   5  -1  -1   0   1   0   0   0   0   0  +1.266259821362e-08  MO
2   0   5  -1  -1   1  -1   0   0   0   0   0  +3.613326668536e-06  MO
3   0   5  -1  -1   1   0   0   0   0   0   0  +9.580160019908e-08  MO
4   0   5  -1  -1   1   1   0   0   0   0   0  +6.982518443513e-09  MO
2   0   5  -1  -1   2  -1   0   0   0   0   0  +2.976795945763e-07  MO
3   0   5  -1  -1   2   0   0   0   0   0   0  +1.819796257558e-08  MO
3   0   5  -1   0   0  -1   0   0   0   0   0  +2.313637587889e-07  MO
4   0   5  -1   0   0   0   0   0   0   0   0  -3.075202423309e-09  MO
3   0   5  -1   0   1  -1   0   0   0   0   0  +1.323422407584e-07  MO
3   0   5  -1   0   2  -1   0   0   0   0   0  +2.297357104472e-08  MO
2   0   5  -1   0   2   0   0   0   0   0   0  -4.609185749759e-08  MO
2   0   5  -1   0   3   0   0   0   0   0   0  -1.892153961636e-08  MO
2   0   5  -1   1   2  -1   0   0   0   0   0  -2.355243267734e-08  MO
2   0   5   0  -5   0   0   0   0   0   0   0  -1.432501646481e-06  MO
2   0   5   0  -5   1   0   0   0   0   0   0  +9.305200744412e-08  MO
3   0   5   0  -4  -1   0   0   0   0   0   0  +2.858129311075e-08  MO
3   0   5   0  -4   0   0   0   0   0   0   0  -7.621798759041e-07  MO
3   0   5   0  -4   1   0   0   0   0   0   0  -1.199690733611e-07  MO
2   0   5   0  -3  -1   0   0   0   0   0   0  -2.376950578957e-08  MO
4   0   5   0  -3  -1   0   0   0   0   0   0  -6.258941402734e-09  MO
3   0   5   0  -4   2   0   0   0   0   0   0  +9.659753494393e-09  MO
2   0   5   0  -5   1   0   0   0   0   2   0  +3.149657386241e-08  MO
2   0   5   0  -3   0   0   0   0   0   0   0  -1.898446187582e-04  MO
4   0   5   0  -3   0   0   0   0   0   0   0  +1.420019942528e-07  MO
2   0   5   0  -1  -1   0   0   0   0  -2   0  +2.825964384584e-08  MO
2   0   5   0  -3   1   0   0   0   0   0   0  -7.872525439441e-05  MO
4   0   5   0  -3   1   0   0   0   0   0   0  +5.292966053295e-08  MO
2   0   5   0  -1   0   0   0   0   0  -2   0  +3.826050019760e-08  MO
2   0   5   0  -3   2   0   0   0   0   0   0  -7.375131345839e-06  MO
4   0   5   0  -3   2   0   0   0   0   0   0  +2.821950459036e-09  MO
2   0   5   0  -2   0  -1   0   0   0   0   0  -5.037905146420e-07  MO
3   0   5   0  -2   0   0   0   0   0   0   0  -1.451350828394e-05  MO
5   0   5   0  -2   0   0   0   0   0   0   0  +1.240934624935e-08  MO
2   0   5   0  -3   3   0   0   0   0   0   0  +1.597658106039e-07  MO
2   0   5   0  -2   1  -1   0   0   0   0   0  -2.036507581271e-07  MO
3   0   5   0  -2   1   0   0   0   0   0   0  -9.024054885217e-06  MO
5   0   5   0  -2   1   0   0   0   0   0   0  +7.271949259824e-09  MO
2   0   5   0  -2   2  -1   0   0   0   0   0  -1.921097043267e-08  MO
3   0   5   0  -2   2   0   0   0   0   0   0  -1.774247082841e-06  MO
2   0   5   0  -1   0  -2   0   0   0   0   0  +6.052721946112e-08  MO
3   0   5   0  -1   0  -1   0   0   0   0   0  -2.528901757521e-08  MO
4   0   5   0  -1   0   0   0   0   0   0   0  +5.481096083897e-07  MO
3   0   5   0  -2   3   0   0   0   0   0   0  -9.142395910237e-08  MO
2   0   5   0  -1   1  -2   0   0   0   0   0  +2.789389492201e-08  MO
3   0   5   0  -1   1  -1   0   0   0   0   0  -1.537601211654e-08  MO
4   0   5   0  -1   1   0   0   0   0   0   0  +4.542254873487e-07  MO
2   0   5   0  -1   2   0   0   0   0   0   0  +1.585465832902e-06  MO
4   0   5   0  -1   2   0   0   0   0   0   0  +1.353812643297e-07  MO
5   0   5   0   0   0   0   0   0   0   0   0  +8.031705152642e-09  MO
2   0   5   0  -1   3   0   0   0   0   0   0  +6.497360037671e-07  MO
4   0   5   0  -1   3   0   0   0   0   0   0  +1.620812571344e-08  MO
5   0   5   0   0   1   0   0   0   0   0   0  +8.284957116914e-09  MO
2   0   5   0  -1   4   0   0   0   0   0   0  +5.987600012442e-08  MO
3   0   5   0   0   2   0   0   0   0   0   0  +9.623574642354e-08  MO
3   0   5   0   0   3   0   0   0   0   0   0  +5.969510586423e-08  MO
3   0   5   0   0   4   0   0   0   0   0   0  +1.168576920857e-08  MO
3   0   5   1  -4   0  -1   0   0   0   0   0  +1.537601211654e-08  MO
2   0   5   1  -4   0   0   0   0   0   0   0  -8.389875787827e-08  MO
2   0   5   1  -4   1   0   0   0   0   0   0  -3.067966652901e-08  MO
2   0   5   1  -3   0  -1   0   0   0   0   0  +3.551497010401e-06  MO
2   0   5   1  -3   1  -1   0   0   0   0   0  +1.370961419163e-06  MO
2   0   5   1  -3   2  -1   0   0   0   0   0  +1.160979361929e-07  MO
3   0   5   1  -2   0  -1   0   0   0   0   0  +2.217401841466e-07  MO
3   0   5   1  -2   1  -1   0   0   0   0   0  +1.264089090240e-07  MO
3   0   5   1  -2   2  -1   0   0   0   0   0  +2.253942482025e-08  MO
2   0   5   1  -2   2   0   0   0   0   0   0  -2.463779823851e-08  MO
4   0   5   1  -1   0  -1   0   0   0   0   0  -6.548372219046e-09  MO
4   0   5   1  -1   1  -1   0   0   0   0   0  -4.847966173216e-09  MO
2   0   5   1  -1   2  -1   0   0   0   0   0  -2.167113237132e-08  MO
2   0   5   2  -5   0   0   0   0   0   0   0  +8.212599412836e-07  MO
2   0   5   2  -5   1   0   0   0   0   0   0  +3.169991015651e-07  MO
2   0   5   2  -5   2   0   0   0   0   0   0  +3.057112997289e-08  MO
3   0   5   2  -4   0   0   0   0   0   0   0  +8.028087267438e-08  MO
3   0   5   2  -4   1   0   0   0   0   0   0  +4.775608469138e-08  MO
3   0   5   2  -4   2   0   0   0   0   0   0  +1.049186709129e-08  MO
4   0   5   2  -3   0   0   0   0   0   0   0  -4.377641096710e-09  MO
4   0   5   2  -3   1   0   0   0   0   0   0  -3.617885203893e-09  MO
2   0   5   2  -3   2   0   0   0   0   0   0  +3.175417843457e-07  MO
2   0   5   2  -3   3   0   0   0   0   0   0  +1.285796401463e-07  MO
3   0   5   2  -2   2   0   0   0   0   0   0  +2.098373418258e-08  MO
3   0   5   2  -2   3   0   0   0   0   0   0  +1.273495591770e-08  MO
2   0   5   3  -5   0  -1   0   0   0   0   0  +1.946422239694e-08  MO
2   0   6  -9   2   0   1   0   0   0   0   0  -2.105609188665e-08  MO
2   0   6  -8   0   0   2   0   0   0   0   0  -2.991991063619e-08  MO
2   0   6  -8   2  -1   0   0   0   0   0   0  -3.078820308513e-08  MO
2   0   6  -8   2   0   0   0   0   0   0   0  -1.077768002240e-07  MO
2   0   6  -8   2   0   2   0   0   0   0   0  -4.449998800788e-08  MO
2   0   6  -8   2   1   0   0   0   0   0   0  +2.304592874880e-08  MO
2   0   6  -8   4   0   0   0   0   0   0   0  -2.868982966687e-08  MO
2   0   6  -7   0  -1   1   0   0   0   0   0  -8.791461045459e-08  MO
2   0   6  -7   0   0   1   0   0   0   0   0  -2.574487111090e-07  MO
2   0   6  -7   0   1   1   0   0   0   0   0  +2.944958555969e-08  MO
3   0   6  -7   1   0   1   0   0   0   0   0  -2.080283992238e-08  MO
2   0   6  -7   2   0   1   0   0   0   0   0  -4.867502753317e-07  MO
2   0   6  -7   2   1   1   0   0   0   0   0  -1.984048245815e-07  MO
2   0   6  -7   2   2   1   0   0   0   0   0  -1.859592994801e-08  MO
2   0   6  -6  -2   0   2   0   0   0   0   0  -3.480405566145e-08  MO
3   0   6  -6  -1   0   2   0   0   0   0   0  -9.153249565848e-09  MO
2   0   6  -6   0  -1   0   0   0   0   0   0  -5.202880711718e-07  MO
2   0   6  -6   0   0   0   0   0   0   0   0  -1.488072363213e-06  MO
2   0   6  -6   0   0   2   0   0   0   0   0  -5.270173376510e-07  MO
2   0   6  -6   0   1   0   0   0   0   0   0  +9.283493433188e-08  MO
2   0   6  -6   0   1   2   0   0   0   0   0  -2.145405925908e-07  MO
3   0   6  -6   1  -1   0   0   0   0   0   0  -9.297964974004e-09  MO
2   0   6  -6   0   2   2   0   0   0   0   0  -1.895771846840e-08  MO
3   0   6  -6   1   0   0   0   0   0   0   0  -1.140719204787e-07  MO
2   0   6  -6   1   0   1   0   0   0   0   0  +2.199674203967e-08  MO
3   0   6  -6   1   1   0   0   0   0   0   0  -1.476097163188e-08  MO
2   0   6  -6   2   0   0   0   0   0   0   0  -3.067170718156e-06  MO
2   0   6  -6   2   1   0   0   0   0   0   0  -1.270456568199e-06  MO
2   0   6  -6   2   2   0   0   0   0   0   0  -1.158808630807e-07  MO
3   0   6  -6   3   0   0   0   0   0   0   0  -1.418210999926e-08  MO
3   0   6  -6   3   1   0   0   0   0   0   0  -8.791461045459e-09  MO
2   0   6  -5  -2  -1   1   0   0   0   0   0  -9.960037966316e-08  MO
2   0   6  -5  -2   0   1   0   0   0   0   0  -3.953624950814e-07  MO
2   0   6  -5  -2   1   1   0   0   0   0   0  +3.039023571270e-08  MO
3   0   6  -5  -1   0   1   0   0   0   0   0  -8.458615606701e-08  MO
3   0   6  -5  -1   1   1   0   0   0   0   0  -1.269877706566e-08  MO
2   0   6  -5   0  -1  -1   0   0   0   0   0  +2.510812331501e-08  MO
2   0   6  -5   0   0  -1   0   0   0   0   0  +4.677925568633e-08  MO
2   0   6  -5   0   0   1   0   0   0   0   0  -6.624311629475e-06  MO
4   0   6  -5   0   0   1   0   0   0   0   0  +4.992681581372e-09  MO
2   0   6  -5   0   1   1   0   0   0   0   0  -2.713630976032e-06  MO
2   0   6  -5   0   2   1   0   0   0   0   0  -2.504300138134e-07  MO
2   0   6  -5   1   0   0   0   0   0   0   0  +1.728263761899e-07  MO
3   0   6  -5   1   0   1   0   0   0   0   0  -9.902151803054e-08  MO
2   0   6  -5   1   1   0   0   0   0   0   0  +7.076583458814e-08  MO
3   0   6  -5   1   1   1   0   0   0   0   0  -5.929713849180e-08  MO
3   0   6  -5   1   2   1   0   0   0   0   0  -1.132398068818e-08  MO
2   0   6  -5   2   0  -1   0   0   0   0   0  +7.995526300603e-08  MO
2   0   6  -5   2   1  -1   0   0   0   0   0  +3.194592635037e-08  MO
2   0   6  -4  -2  -2   0   0   0   0   0   0  +2.098373418258e-08  MO
2   0   6  -4  -2  -1   0   0   0   0   0   0  -8.282786385792e-07  MO
2   0   6  -4  -2   0   0   0   0   0   0   0  -2.818875256613e-06  MO
2   0   6  -4  -2   0   2   0   0   0   0   0  -3.713759161796e-07  MO
2   0   6  -4  -2   1  -2   0   0   0   0   0  +1.505040244819e-07  MO
2   0   6  -4  -2   1   0   0   0   0   0   0  +4.469897169409e-07  MO
3   0   6  -4  -1  -1   0   0   0   0   0   0  -4.927559647702e-08  MO
3   0   6  -4  -1   0   0   0   0   0   0   0  -6.154022731821e-07  MO
2   0   6  -4  -1   0   1   0   0   0   0   0  +5.209754693605e-08  MO
3   0   6  -4  -1   0   2   0   0   0   0   0  -1.722113357053e-08  MO
3   0   6  -4  -1   1   0   0   0   0   0   0  -8.509265999555e-08  MO
2   0   6  -4  -1   1   1   0   0   0   0   0  +1.971747436121e-08  MO
3   0   6  -4  -1   2   0   0   0   0   0   0  +9.297964974004e-09  MO
2   0   6  -4   0   0   0   0   0   0   0   0  -5.052402012432e-05  MO
4   0   6  -4   0   0   0   0   0   0   0   0  +3.853047742146e-08  MO
2   0   6  -4   0   1   0   0   0   0   0   0  -2.094126021028e-05  MO
4   0   6  -4   0   1   0   0   0   0   0   0  +1.396503688703e-08  MO
2   0   6  -4   0   2   0   0   0   0   0   0  -1.950438092271e-06  MO
2   0   6  -4   1   0  -1   0   0   0   0   0  -3.082438193716e-08  MO
3   0   6  -4   1   0   0   0   0   0   0   0  -8.437631872518e-07  MO
2   0   6  -4   0   3   0   0   0   0   0   0  +4.225689918147e-08  MO
3   0   6  -4   1   1   0   0   0   0   0   0  -5.244848180083e-07  MO
3   0   6  -4   1   2   0   0   0   0   0   0  -1.007219240764e-07  MO
4   0   6  -4   2   0   0   0   0   0   0   0  +4.052031428360e-09  MO
4   0   6  -4   2   1   0   0   0   0   0   0  +3.364633239620e-09  MO
2   0   6  -4   2   2   0   0   0   0   0   0  +1.219227313712e-07  MO
2   0   6  -4   2   3   0   0   0   0   0   0  +5.068657170654e-08  MO
2   0   6  -3  -4   0   1   0   0   0   0   0  -1.043036304282e-07  MO
3   0   6  -3  -3   0   1   0   0   0   0   0  -4.033942002340e-08  MO
2   0   6  -3  -2  -1  -1   0   0   0   0   0  +3.896462364592e-08  MO
2   0   6  -3  -2   0  -1   0   0   0   0   0  +8.816786241886e-08  MO
2   0   6  -3  -2   0   1   0   0   0   0   0  -6.738419728806e-06  MO
4   0   6  -3  -2   0   1   0   0   0   0   0  +5.354470101761e-09  MO
2   0   6  -3  -2   1   1   0   0   0   0   0  -2.741705765214e-06  MO
2   0   6  -3  -2   2   1   0   0   0   0   0  -2.532881431245e-07  MO
3   0   6  -3  -1   0  -1   0   0   0   0   0  +1.779999520315e-08  MO
2   0   6  -3  -1   0   0   0   0   0   0   0  +6.483973862416e-07  MO
3   0   6  -3  -1   0   1   0   0   0   0   0  -3.362100719977e-07  MO
2   0   6  -3  -1   1   0   0   0   0   0   0  +2.669999280473e-07  MO
3   0   6  -3  -1   1   1   0   0   0   0   0  -2.077751472596e-07  MO
2   0   6  -3  -1   2   0   0   0   0   0   0  +2.481869249870e-08  MO
3   0   6  -3  -1   2   1   0   0   0   0   0  -3.939876987039e-08  MO
2   0   6  -3   0   0  -1   0   0   0   0   0  +1.254320800190e-06  MO
3   0   6  -3   0   0   0   0   0   0   0   0  +2.485487135074e-08  MO
4   0   6  -3   0   0   1   0   0   0   0   0  +7.923168596525e-09  MO
2   0   6  -3   0   1  -1   0   0   0   0   0  +4.935518995150e-07  MO
