l  tau  s   h   p   n   pp  lm  lv  la  lj  ls         Hs1         body
4   3   0  -2   1  -2   0   0   0   0   0   0  -3.515009615526e-08  MO
4   3   0  -2   1  -1   0   0   0   0   0   0  +2.362782300509e-07  MO
4   3   0  -2   1   0   0   0   0   0   0   0  +1.203238444371e-06  MO
3   3   0  -2   1   0   1   0   0   0   0   0  -2.097749552206e-08  MO
3   3   0  -2   2  -2   0   0   0   0   0   0  -8.467745143661e-08  MO
3   3   0  -2   2  -1   0   0   0   0   0   0  +2.649150696697e-06  MO
3   3   0  -2   2   0   0   0   0   0   0   0  -4.674650684448e-05  MO
3   3   0  -2   2   0   2   0   0   0   0   0  -2.711725030901e-08  MO
4   3   0  -2   3   0   0   0   0   0   0   0  -2.599162859807e-08  MO
4   3   0  -2   3   1   0   0   0   0   0   0  -4.400157597310e-09  MO
3   3   0  -2   4   0   0   0   0   0   0   0  -3.156857252954e-08  MO
3   3   0  -1  -1  -1   0   0   0   0  -1   0  +1.799205994484e-08  MO
3   3   0  -1   0  -2  -1   0   0   0   0   0  +1.141994390372e-07  MO
4   3   0  -1   0  -1   0   0   0   0   0   0  -4.400157597310e-09  MO
3   3   0  -1   0  -1   1   0   0   0   0   0  +1.673339002559e-06  MO
4   3   0  -1   0   0   0   0   0   0   0   0  -2.885684749864e-08  MO
3   3   0  -1   0   0   1   0   0   0   0   0  -3.948593982118e-05  MO
3   3   0  -1   1  -1   0   0   0   0   0   0  -9.685463176405e-08  MO
4   3   0  -1   1  -1   1   0   0   0   0   0  +8.953809064294e-09  MO
3   3   0  -1   0   0   0   0   0   0   1   0  +3.731599115507e-08  MO
3   3   0  -1   1   0   0   0   0   0   0   0  +2.108903440069e-06  MO
4   3   0  -1   1   0   1   0   0   0   0   0  -1.067294040464e-07  MO
4   3   0  -1   1   1   1   0   0   0   0   0  -2.159147100076e-08  MO
3   3   0  -1   2   0   0   0   0   0   0   0  +1.561544300813e-07  MO
3   3   0  -1   2   0   2   0   0   0   0   0  +3.263279669261e-07  MO
3   3   0  -1   2   1   1   0   0   0   0   0  -1.029432219278e-07  MO
3   3   0   1   0   0   0   0  -1   0   0   0  +4.814919988465e-08  MO
3   3   0   0  -2  -3   0   0   0   0   0   0  -3.218254800823e-08  MO
3   3   0   0  -2  -2   0   0   0   0   0   0  +6.195524226259e-07  MO
4   3   0   0  -1  -3   0   0   0   0   0   0  +6.242084033394e-09  MO
3   3   0   0  -1  -1   0   0   0   0  -1   0  +1.911647542920e-08  MO
4   3   0   0  -1  -2   0   0   0   0   0   0  -1.107714092811e-07  MO
4   3   0   0  -1  -1   0   0   0   0   0   0  +7.505850227040e-07  MO
3   3   0   0   0  -3   0   0   0   0   0   0  -1.197252183454e-07  MO
4   3   0   0  -1   0   0   0   0   0   0   0  +4.959642752271e-06  MO
3   3   0   0  -1   0   1   0   0   0   0   0  -4.420623446600e-08  MO
3   3   0   0   0  -2   0   0   0   0   0   0  +9.873237343639e-06  MO
5   3   0   0   0  -2   0   0   0   0   0   0  -1.233067419711e-08  MO
3   3   0   1   0   0   0   0   0  -2   0   0  +1.714778359075e-08  MO
3   3   0  13   0  -1   0   0  -8   0   0   0  +5.326121775111e-08  MO
3   3   0   0   0  -1   0   0   0   0   0   0  -4.285223434284e-04  MO
5   3   0   0   0  -1   0   0   0   0   0   0  +1.620383617521e-07  MO
3   3   0   0   0  -1   2   0   0   0   0   0  -3.331328618150e-07  MO
3   3   0 -13   0  -1   0   0   8   0   0   0  +4.786077897030e-08  MO
3   3   0 -18   1   0   0   0  11   0   0   0  +6.314064853616e-08  MO
3   3   0  13   0   0   0   0  -8   0   0   0  +7.672568561479e-07  MO
3   3   0   0   0   0   0   0   0   0   0   0  +7.658699371296e-03  MO
5   3   0   0   0   0   0   0   0   0   0   0  -3.631664956478e-07  MO
3   3   0   0   0   0   2   0   0   0   0   0  +5.642639307695e-06  MO
3   3   0 -13   0   0   0   0   8   0   0   0  +7.530871688153e-07  MO
4   3   0   0   1  -2   0   0   0   0   0   0  +3.550824851783e-08  MO
3   3   0  18  -1   0   0   0 -11   0   0   0  +5.675070131297e-08  MO
3   3   0   0   0   1   0   0   0   0   0   0  +1.904347276417e-07  MO
5   3   0   0   0   1   0   0   0   0   0   0  +1.423399818107e-07  MO
3   3   0   0   0   1   2   0   0   0   0   0  -4.108519244930e-08  MO
4   3   0   0   1  -1   0   0   0   0   0   0  -1.137082586542e-06  MO
3   3   0   0   1   0  -1   0   0   0   0   0  -1.821460586794e-07  MO
4   3   0   0   1   0   0   0   0   0   0   0  +1.253216048337e-05  MO
4   3   0   0   1   1   0   0   0   0   0   0  +2.230726407967e-06  MO
3   3   0   0   2  -1   0   0   0   0   0   0  -7.395334640875e-07  MO
4   3   0   0   1   2   0   0   0   0   0   0  -1.373770133579e-07  MO
3   3   0   0   2   0   0   0   0   0   0   0  +1.960925116779e-05  MO
5   3   0   0   2   0   0   0   0   0   0   0  -1.391677751707e-08  MO
3   3   0   0   1   1   0   0   0   0   1   0  +1.867950253214e-08  MO
3   3   0   0   2   1   0   0   0   0   0   0  +8.141468341358e-06  MO
5   3   0   0   2   1   0   0   0   0   0   0  -5.167626945678e-09  MO
3   3   0   0   2   2   0   0   0   0   0   0  +1.274766587639e-06  MO
4   3   0   0   3   0   0   0   0   0   0   0  +1.069340625393e-08  MO
4   3   0   0   3   1   0   0   0   0   0   0  +5.525779308250e-09  MO
3   3   0  -1   0   0   0   0   1   0   0   0  +4.389936599135e-08  MO
3   3   0   1  -2   0   1   0   0   0   0   0  +1.978024333861e-07  MO
3   3   0   1  -1  -1   0   0   0   0   0   0  -1.442842374932e-08  MO
3   3   0   1  -1   0   0   0   0   0   0   0  -7.009553381762e-08  MO
4   3   0   1  -1   0   1   0   0   0   0   0  -3.141507865987e-08  MO
3   3   0   1   0  -2  -1   0   0   0   0   0  +1.882858134663e-08  MO
3   3   0   1   0   0   0   0   0   0  -1   0  +3.306818324971e-08  MO
3   3   0   1   0  -1  -1   0   0   0   0   0  -1.366146604718e-06  MO
4   3   0   1   0  -1   0   0   0   0   0   0  +6.702565642415e-09  MO
3   3   0   1   0   0  -1   0   0   0   0   0  +3.479301824977e-05  MO
4   3   0   1   0   0   0   0   0   0   0   0  -6.799778426541e-08  MO
3   3   0   1   0   0   1   0   0   0   0   0  -3.224394555610e-07  MO
4   3   0   1   0   1   0   0   0   0   0   0  -1.258649731324e-08  MO
3   3   0   1   0   1   1   0   0   0   0   0  +1.378374949669e-07  MO
4   3   0   1   1  -1  -1   0   0   0   0   0  -9.107302933968e-09  MO
3   3   0   1   0   2   1   0   0   0   0   0  -7.874235514256e-08  MO
4   3   0   1   1   0  -1   0   0   0   0   0  +1.167576701984e-07  MO
3   3   0   1   1   0   0   0   0   0   0   0  -2.098772844671e-07  MO
4   3   0   1   1   1  -1   0   0   0   0   0  +2.343339743684e-08  MO
3   3   0   1   1   1   0   0   0   0   0   0  -8.529142691531e-08  MO
3   3   0   1   1   2   0   0   0   0   0   0  -1.749830114279e-08  MO
3   3   0   1   2   0  -1   0   0   0   0   0  +2.742423804835e-07  MO
3   3   0   1   2   1  -1   0   0   0   0   0  +1.298046491207e-07  MO
3   3   0   1   2   2  -1   0   0   0   0   0  +1.985187381112e-08  MO
3   3   0   2  -2  -2   0   0   0   0   0   0  -5.060181236907e-08  MO
3   3   0   2  -2  -1   0   0   0   0   0   0  +9.284844176557e-07  MO
3   3   0   2  -2   0   0   0   0   0   0   0  -1.666621087529e-05  MO
4   3   0   2  -1  -2   0   0   0   0   0   0  +6.958388758537e-09  MO
4   3   0   2  -1  -1   0   0   0   0   0   0  -2.205706907210e-07  MO
3   3   0   2  -1   0  -1   0   0   0   0   0  -2.727074417868e-08  MO
4   3   0   2  -1   0   0   0   0   0   0   0  +2.429245146078e-06  MO
4   3   0   2  -1   1   0   0   0   0   0   0  +4.604816090208e-07  MO
3   3   0   2   0  -1   0   0   0   0   0   0  -1.006356974203e-06  MO
4   3   0   2  -1   2   0   0   0   0   0   0  -2.435436065488e-08  MO
3   3   0   2   0   0   0   0   0   0   0   0  +2.655628137997e-05  MO
5   3   0   2   0   0   0   0   0   0   0   0  -1.744713651957e-08  MO
3   3   0   2   0   0   2   0   0   0   0   0  -4.212895076308e-07  MO
3   3   0   2   0   1   0   0   0   0   0   0  -4.325457247402e-07  MO
3   3   0   2   0   2   0   0   0   0   0   0  +2.977320590059e-06  MO
4   3   0   2   1   0   0   0   0   0   0   0  +3.494543766236e-08  MO
4   3   0   2   1   1   0   0   0   0   0   0  -1.028408926813e-08  MO
4   3   0   2   1   2   0   0   0   0   0   0  -8.084010469477e-09  MO
3   3   0   2   2   1   0   0   0   0   0   0  -1.867508747696e-08  MO
3   3   0   2   2   2   0   0   0   0   0   0  -2.072167240594e-08  MO
3   3   0   3  -2  -1  -1   0   0   0   0   0  +3.960141837579e-08  MO
3   3   0   3  -2   0  -1   0   0   0   0   0  -7.255655219472e-07  MO
4   3   0   3  -1  -1  -1   0   0   0   0   0  -9.925936905560e-09  MO
4   3   0   3  -1   0  -1   0   0   0   0   0  +1.128179942101e-07  MO
3   3   0   3  -1   0   0   0   0   0   0   0  -5.592293318442e-08  MO
4   3   0   3  -1   1  -1   0   0   0   0   0  +2.189845874010e-08  MO
3   3   0   3  -1   1   0   0   0   0   0   0  -2.138681250786e-08  MO
3   3   0   3   0  -1  -1   0   0   0   0   0  -6.579770546676e-08  MO
3   3   0   3   0   0  -1   0   0   0   0   0  +1.797055061515e-06  MO
3   3   0   3   0   1  -1   0   0   0   0   0  +2.361759008045e-07  MO
3   3   0   3   0   2  -1   0   0   0   0   0  +1.556427838490e-07  MO
3   3   0   4  -2  -1   0   0   0   0   0   0  -2.977781071668e-08  MO
3   3   0   4  -2   0   0   0   0   0   0   0  +7.808233150297e-07  MO
3   3   0   4  -2   1   0   0   0   0   0   0  +3.678736409844e-07  MO
3   3   0   4  -2   2   0   0   0   0   0   0  +4.267129576927e-08  MO
3   3   0   4   0   0  -2   0   0   0   0   0  +7.833303815677e-08  MO
3   3   0   4   0   1   0   0   0   0   0   0  -4.067587546351e-08  MO
3   3   0   5  -2   0  -1   0   0   0   0   0  +6.810011351186e-08  MO
3   3   0   5  -2   1  -1   0   0   0   0   0  +3.335933434240e-08  MO
3   3   1  -5   3   0   1   0   0   0   0   0  +2.414970216198e-08  MO
3   3   1  -4   1  -2   0   0   0   0   0   0  +7.060718004986e-08  MO
3   3   1  -4   1   0   2   0   0   0   0   0  -1.824530464187e-07  MO
4   3   1  -4   2   0   0   0   0   0   0   0  -6.600236395965e-09  MO
3   3   1  -4   3   0   0   0   0   0   0   0  +2.666188516231e-07  MO
3   3   1  -3  -1  -2   1   0   0   0   0   0  +2.363805592974e-08  MO
4   3   1  -3   0  -1   1   0   0   0   0   0  +1.084690012360e-08  MO
4   3   1  -3   0   0   1   0   0   0   0   0  +7.367705744334e-09  MO
3   3   1  -3   1  -1   1   0   0   0   0   0  +3.254581683313e-07  MO
3   3   1  -3   1   0   1   0   0   0   0   0  -4.808860607628e-06  MO
3   3   1  -2  -1  -3   0   0   0   0   0   0  -3.141507865987e-08  MO
3   3   1  -2  -1  -2   0   0   0   0   0   0  +4.587420118312e-07  MO
3   3   1  -2  -1   0   2   0   0   0   0   0  -2.583813472839e-08  MO
4   3   1  -2   0  -2   0   0   0   0   0   0  -6.769079652606e-08  MO
4   3   1  -2   0  -1   0   0   0   0   0   0  +2.656978884050e-07  MO
4   3   1  -2   0   0   0   0   0   0   0   0  +7.183513100725e-08  MO
3   3   1  -2   1  -2   0   0   0   0   0   0  -3.291931858267e-07  MO
3   3   1  -2   1  -1   0   0   0   0   0   0  +7.610277223041e-06  MO
3   3   1  -2   1   0   0   0   0   0   0   0  -1.067799546941e-04  MO
3   3   1  -2   1   0   2   0   0   0   0   0  -6.682099793125e-08  MO
4   3   1  -2   2  -1   0   0   0   0   0   0  +4.707145336658e-09  MO
4   3   1  -2   2   0   0   0   0   0   0   0  -5.346703126964e-08  MO
4   3   1  -2   2   1   0   0   0   0   0   0  -9.465455296540e-09  MO
3   3   1  -2   3   0   0   0   0   0   0   0  -1.278603934381e-07  MO
3   3   1  -2   3   1   0   0   0   0   0   0  -4.891337980266e-08  MO
3   3   1  -1  -1  -1   1   0   0   0   0   0  +8.483094530628e-08  MO
3   3   1  -1  -1   0   1   0   0   0   0   0  -9.175863529089e-07  MO
3   3   1  -1   0  -1   0   0   0   0   0   0  -1.407538784907e-07  MO
4   3   1  -1   0  -1   1   0   0   0   0   0  +1.427492987965e-08  MO
3   3   1  -1   0   0   0   0   0   0   0   0  +2.592613788034e-06  MO
4   3   1  -1   0   0   1   0   0   0   0   0  -1.796901567646e-07  MO
4   3   1  -1   0   1   1   0   0   0   0   0  -4.400157597310e-08  MO
3   3   1  -1   1  -1  -1   0   0   0   0   0  -3.832230279518e-08  MO
3   3   1  -1   1  -1   1   0   0   0   0   0  +3.366632208175e-08  MO
3   3   1  -1   1   0  -1   0   0   0   0   0  +1.115900432527e-07  MO
4   3   1  -1   1   0   0   0   0   0   0   0  +4.246663727637e-09  MO
3   3   1  -1   1   0   1   0   0   0   0   0  -1.103876746069e-06  MO
3   3   1  -1   1   1   1   0   0   0   0   0  -5.696669149820e-07  MO
3   3   1  -1   1   2   1   0   0   0   0   0  -8.708218872816e-08  MO
3   3   1  -1   2   0   0   0   0   0   0   0  +1.847042898406e-08  MO
3   3   1   0  -1  -3   0   0   0   0   0   0  +3.023829232570e-08  MO
4   3   1   0  -2   0   0   0   0   0   0   0  -9.537085769054e-08  MO
3   3   1   0  -1  -2   0   0   0   0   0   0  -1.196228890990e-06  MO
3   3   1   0  -1  -1   0   0   0   0   0   0  +2.414110650528e-05  MO
3   3   1   1   0  -1   0   0   0  -2   0   0  +3.146961248034e-08  MO
3   3   1   0  -1   0   0   0   0   0   0   0  -4.337388325892e-04  MO
3   3   1   0  -1   0   2   0   0   0   0   0  -3.087273365369e-07  MO
3   3   1   0   1  -1   0   0   0   0  -2   0  +3.764861111268e-08  MO
4   3   1   0   0  -2   0   0   0   0   0   0  +1.485309012208e-07  MO
4   3   1   0   0  -1   0   0   0   0   0   0  -4.635668358013e-06  MO
3   3   1   0   0   0  -1   0   0   0   0   0  -3.220301385752e-07  MO
4   3   1   0   0   0   0   0   0   0   0   0  +5.113730131574e-05  MO
6   3   1   0   0   0   0   0   0   0   0   0  -8.339833585600e-09  MO
3   3   1   0   0   0   1   0   0   0   0   0  +1.332326788767e-07  MO
4   3   1   0   0   0   2   0   0   0   0   0  +3.136391403664e-08  MO
3   3   1   0   1  -2   0   0   0   0   0   0  +8.554725003143e-08  MO
4   3   1   0   0   1   0   0   0   0   0   0  +9.053068433350e-06  MO
3   3   1   0   0   1   1   0   0   0   0   0  +6.405810827712e-08  MO
3   3   1   0   1  -1   0   0   0   0   0   0  -6.136429086435e-06  MO
5   3   1   0   1  -1   0   0   0   0   0   0  +9.670113789438e-09  MO
4   3   1   0   0   2   0   0   0   0   0   0  -4.849894635454e-07  MO
3   3   1   0  -1   1   0   0   0   0   2   0  +1.935085011915e-08  MO
3   3   1   0   1   0   0   0   0   0   0   0  +1.630109500750e-04  MO
5   3   1   0   1   0   0   0   0   0   0   0  -9.398941286348e-08  MO
3   3   1   0   1   0   2   0   0   0   0   0  +5.796951811340e-08  MO
3   3   1   0   1   1   0   0   0   0   0   0  +7.201727706593e-05  MO
5   3   1   0   1   1   0   0   0   0   0   0  -3.607105937330e-08  MO
3   3   1   0   1   1   2   0   0   0   0   0  +4.425739908923e-08  MO
4   3   1   0   2  -1   0   0   0   0   0   0  -5.218791568903e-09  MO
3   3   1   0   1   2   0   0   0   0   0   0  +9.396434219810e-06  MO
4   3   1   0   2   0   0   0   0   0   0   0  +1.082643427431e-07  MO
4   3   1   0   2   1   0   0   0   0   0   0  +6.410927290035e-08  MO
4   3   1   0   2   2   0   0   0   0   0   0  +1.105155861650e-08  MO
3   3   1   1  -1  -1  -1   0   0   0   0   0  -3.310351122628e-08  MO
3   3   1   1  -1   0  -1   0   0   0   0   0  -9.209632180417e-08  MO
4   3   1   1  -1   0   0   0   0   0   0   0  -5.116462322454e-09  MO
3   3   1   1  -1   0   1   0   0   0   0   0  -2.584836765304e-07  MO
3   3   1   1  -1   1   1   0   0   0   0   0  -1.465354809151e-07  MO
4   3   1   1   0  -1  -1   0   0   0   0   0  -7.265376497884e-09  MO
3   3   1   1   0  -1   0   0   0   0   0   0  +3.248953574758e-08  MO
3   3   1   1  -1   2   1   0   0   0   0   0  -1.637267943185e-08  MO
4   3   1   1   0   0  -1   0   0   0   0   0  +1.528798941949e-07  MO
3   3   1   1   0   0   0   0   0   0   0   0  -8.787524038814e-07  MO
4   3   1   1   0   1  -1   0   0   0   0   0  +3.673619947522e-08  MO
3   3   1   1   0   1   0   0   0   0   0   0  -4.082936933318e-07  MO
3   3   1   1   1  -1  -1   0   0   0   0   0  -3.908977214355e-08  MO
3   3   1   1   0   2   0   0   0   0   0   0  -5.863465821532e-08  MO
3   3   1   1   1   0  -1   0   0   0   0   0  +1.263715029023e-06  MO
3   3   1   1   1   1  -1   0   0   0   0   0  +6.608934381914e-07  MO
3   3   1   1   1   2  -1   0   0   0   0   0  +9.230098029707e-08  MO
3   3   1   2  -3  -1   0   0   0   0   0   0  +2.292175120459e-08  MO
3   3   1   2  -3   0   0   0   0   0   0   0  -5.101112935486e-08  MO
4   3   1   2  -2  -1   0   0   0   0   0   0  -6.651401019190e-09  MO
4   3   1   2  -2   0   0   0   0   0   0   0  +7.260260035562e-08  MO
4   3   1   2  -2   1   0   0   0   0   0   0  +1.483774073512e-08  MO
3   3   1   2  -1  -1   0   0   0   0   0   0  -1.195563750888e-06  MO
3   3   1   2  -1   0   0   0   0   0   0   0  +3.174555096127e-05  MO
5   3   1   2  -1   0   0   0   0   0   0   0  -1.887974596985e-08  MO
3   3   1   2  -1   1   0   0   0   0   0   0  +1.501737972726e-05  MO
5   3   1   2  -1   1   0   0   0   0   0   0  -7.367705744334e-09  MO
4   3   1   2   0  -1   0   0   0   0   0   0  -8.442162832049e-09  MO
3   3   1   2  -1   2   0   0   0   0   0   0  +1.665050333596e-06  MO
4   3   1   2   0   0   0   0   0   0   0   0  +1.775924072124e-07  MO
4   3   1   2   0   1   0   0   0   0   0   0  -2.010769692724e-08  MO
4   3   1   2   0   2   0   0   0   0   0   0  -1.442842374932e-08  MO
3   3   1   2   1   0   0   0   0   0   0   0  +4.870872130976e-08  MO
3   3   1   2   1   1   0   0   0   0   0   0  -1.310326000780e-07  MO
3   3   1   2   1   2   0   0   0   0   0   0  -1.229997542318e-07  MO
3   3   1   2   1   3   0   0   0   0   0   0  -3.284768811015e-08  MO
3   3   1   3  -1  -1  -1   0   0   0   0   0  -5.136928171744e-08  MO
3   3   1   3  -1   0  -1   0   0   0   0   0  +1.425190579920e-06  MO
3   3   1   3  -1   1  -1   0   0   0   0   0  +6.958388758537e-07  MO
3   3   1   3  -1   2  -1   0   0   0   0   0  +7.981681223028e-08  MO
4   3   1   3   0   0  -1   0   0   0   0   0  +1.151204022552e-08  MO
3   3   1   4  -3   0   0   0   0   0   0   0  +3.919210139000e-08  MO
3   3   1   4  -3   1   0   0   0   0   0   0  +2.205195260978e-08  MO
3   3   1   4  -1   0   0   0   0   0   0   0  -7.690042870648e-08  MO
3   3   1   4  -1   0   2   0   0   0   0   0  -4.983434302070e-08  MO
3   3   1   4  -1   1   0   0   0   0   0   0  -4.589466703241e-08  MO
3   3   1   4  -1   2   0   0   0   0   0   0  -1.667966717120e-08  MO
3   3   2  -5   2   0   1   0   0   0   0   0  +2.819170739672e-08  MO
3   3   2  -4   0  -2   0   0   0   0   0   0  +4.031772310094e-08  MO
3   3   2  -4   0  -1   2   0   0   0   0   0  +1.693549028732e-08  MO
3   3   2  -4   0   0   2   0   0   0   0   0  -2.957315222378e-08  MO
3   3   2  -4   2   0   0   0   0   0   0   0  +2.747540267158e-07  MO
3   3   2  -3   0  -2   1   0   0   0   0   0  -3.504776690881e-08  MO
3   3   2  -3   0  -1   1   0   0   0   0   0  +5.157394021033e-07  MO
3   3   2  -3   0   0   1   0   0   0   0   0  -4.296805058397e-07  MO
4   3   2  -3   1   0   1   0   0   0   0   0  +7.111882628211e-09  MO
4   3   2  -2  -1  -1   0   0   0   0   0   0  +7.316541121109e-09  MO
3   3   2  -2   0  -3   0   0   0   0   0   0  +1.944255682532e-08  MO
3   3   2  -2   0  -2   0   0   0   0   0   0  -8.559841465465e-07  MO
3   3   2  -2   0  -1   0   0   0   0   0   0  +1.254638424863e-05  MO
3   3   2  -2   0   0   0   0   0   0   0   0  -2.853246378740e-06  MO
4   3   2  -2   1  -1   0   0   0   0   0   0  -6.549071772741e-09  MO
4   3   2  -2   1   0   0   0   0   0   0   0  +2.277849025956e-07  MO
4   3   2  -2   1   1   0   0   0   0   0   0  +3.975491224547e-08  MO
3   3   2  -2   2  -1   0   0   0   0   0   0  -2.276825733492e-08  MO
3   3   2  -2   2   0   0   0   0   0   0   0  +3.354352698601e-07  MO
3   3   2  -2   2   1   0   0   0   0   0   0  +1.492472059460e-07  MO
3   3   2  -1  -2   0   1   0   0   0   0   0  +3.428029756044e-08  MO
3   3   2  -1  -1   0   0   0   0   0   0   0  -4.517836230727e-08  MO
3   3   2  -1   0  -2  -1   0   0   0   0   0  +1.616802093895e-08  MO
3   3   2  -1   0  -1  -1   0   0   0   0   0  -2.408830461411e-07  MO
4   3   2  -1   0   0   0   0   0   0   0   0  -5.935096294046e-09  MO
3   3   2  -1   0   0   1   0   0   0   0   0  -1.795520122819e-06  MO
3   3   2  -1   0   1   1   0   0   0   0   0  -1.388812532807e-06  MO
3   3   2  -1   0   2   1   0   0   0   0   0  -2.159147100076e-07  MO
3   3   2  -1   1   0   0   0   0   0   0   0  +1.739597189634e-08  MO
3   3   2  -1   1   1   0   0   0   0   0   0  +2.317757432072e-08  MO
3   3   2   0  -2  -2   0   0   0   0   0   0  -4.482020994470e-08  MO
3   3   2   0  -2  -1   0   0   0   0   0   0  +4.353597790176e-07  MO
3   3   2   0  -2   0   0   0   0   0   0   0  +3.276019660444e-06  MO
4   3   2   0  -1  -1   0   0   0   0   0   0  -1.271440887130e-07  MO
4   3   2   0  -1   0   0   0   0   0   0   0  +1.384258881340e-06  MO
3   3   2   0   0  -2   0   0   0   0   0   0  +5.245908819212e-07  MO
4   3   2   0  -1   1   0   0   0   0   0   0  +2.446692282597e-07  MO
3   3   2   0   0  -1   0   0   0   0   0   0  -3.753426526827e-05  MO
5   3   2   0   0  -1   0   0   0   0   0   0  +4.466671607502e-08  MO
4   3   2   0  -1   2   0   0   0   0   0   0  -1.325163741516e-08  MO
3   3   2   1   1  -1   0   0   0  -2   0   0  +3.173233892238e-08  MO
3   3   2   0   0   0   0   0   0   0   0   0  +9.976950081500e-04  MO
5   3   2   0   0   0   0   0   0   0   0   0  -4.333643587118e-07  MO
3   3   2   0   0   0   2   0   0   0   0   0  +6.293248656618e-07  MO
3   3   2  -1  -1   1   0   0   0   2   0   0  +3.039454241373e-08  MO
3   3   2   0   0   1   0   0   0   0   0   0  +4.376777411082e-04  MO
5   3   2   0   0   1   0   0   0   0   0   0  -1.656198853778e-07  MO
3   3   2   0   0   1   2   0   0   0   0   0  +2.220033001713e-07  MO
3   3   2   0  -1   0   0   0   0   0   2   0  +5.222103678048e-08  MO
4   3   2   0   1  -1   0   0   0   0   0   0  -4.799241658462e-08  MO
3   3   2   0   0   2   0   0   0   0   0   0  +4.755930804902e-05  MO
5   3   2   0   0   2   0   0   0   0   0   0  -9.260796803641e-09  MO
4   3   2   0   1   0   0   0   0   0   0   0  +9.904959410038e-07  MO
4   3   2   0   1   1   0   0   0   0   0   0  +6.409903997570e-07  MO
4   3   2   0   1   2   0   0   0   0   0   0  +1.263766193646e-07  MO
3   3   2   0   2   0   0   0   0   0   0   0  +1.769272671105e-07  MO
4   3   2   0   1   3   0   0   0   0   0   0  +6.753730265639e-09  MO
3   3   2   0   2   1   0   0   0   0   0   0  +1.064735809303e-07  MO
3   3   2   1  -1   0   0   0   0   0   0   0  -7.572364237232e-08  MO
3   3   2   1  -1   1   0   0   0   0   0   0  -5.106229397809e-08  MO
3   3   2   1   0   0  -1   0   0   0   0   0  +1.408971394357e-06  MO
4   3   2   1   0   0   0   0   0   0   0   0  -5.269956192127e-09  MO
3   3   2   1   0   1  -1   0   0   0   0   0  +1.155450686280e-06  MO
3   3   2   1   0   2  -1   0   0   0   0   0  +1.786156996769e-07  MO
4   3   2   1   1   0  -1   0   0   0   0   0  +6.190919410169e-09  MO
4   3   2   1   1   1  -1   0   0   0   0   0  +4.809474583107e-09  MO
3   3   2   2  -2  -1   0   0   0   0   0   0  -5.761136575083e-08  MO
3   3   2   2  -2   0   0   0   0   0   0   0  +1.520970754596e-06  MO
3   3   2   2  -2   1   0   0   0   0   0   0  +7.884468438901e-07  MO
4   3   2   2  -1  -1   0   0   0   0   0   0  -9.567784542989e-09  MO
3   3   2   2  -2   2   0   0   0   0   0   0  +9.854306433046e-08  MO
4   3   2   2  -1   0   0   0   0   0   0   0  +1.977001041396e-07  MO
4   3   2   2  -1   1   0   0   0   0   0   0  +1.277580641917e-07  MO
4   3   2   2  -1   2   0   0   0   0   0   0  +2.594046397484e-08  MO
3   3   2   2   0   0   0   0   0   0   0   0  +4.780310747869e-07  MO
3   3   2   2   0   1   0   0   0   0   0   0  -6.638609863384e-07  MO
3   3   2   2   0   2   0   0   0   0   0   0  -4.328527124796e-07  MO
3   3   2   2   0   3   0   0   0   0   0   0  -5.500196996638e-08  MO
3   3   2   3  -2   0  -1   0   0   0   0   0  +5.853232896887e-08  MO
3   3   2   3  -2   1  -1   0   0   0   0   0  +3.126158479019e-08  MO
4   3   2   3  -1   0  -1   0   0   0   0   0  +8.595656701722e-09  MO
4   3   2   3  -1   1  -1   0   0   0   0   0  +5.781602424373e-09  MO
3   3   2   3   0   0  -1   0   0   0   0   0  +3.110809092052e-08  MO
3   3   2   3   0   1  -1   0   0   0   0   0  -1.852159360728e-08  MO
3   3   3  -5   0   0   2   0   0   0   0   0  +4.103402782608e-08  SU
3   3   3  -4   0   0   1   0   0   0   0   0  +7.728416338067e-07  SU
3   3   3  -4   1  -1   0   0   0   0   0   0  +1.306232830922e-07  MO
4   3   3  -4   2   0   0   0   0   0   0   0  +4.400157597310e-09  MO
3   3   3  -3  -1  -1   1   0   0   0   0   0  +3.310351122628e-08  MO
3   3   3  -3   0   0   0   0   0   0   0   0  +9.245600910544e-06  SU
4   3   3  -3   0   0   1   0   0   0   0   0  +2.988013996313e-08  MO
4   3   3  -3   0   1   1   0   0   0   0   0  +5.014133076005e-09  MO
3   3   3  -3   1   0   1   0   0   0   0   0  +4.018469508055e-07  MO
3   3   3  -3   1   1   1   0   0   0   0   0  +1.697642198590e-07  MO
3   3   3  -3   1   2   1   0   0   0   0   0  +1.806111199826e-08  MO
3   3   3  -2  -1  -2   0   0   0   0   0   0  -6.405810827712e-08  MO
3   3   3  -2  -1  -1   0   0   0   0   0   0  +7.038205570768e-07  MO
3   3   3  -2  -1   0   0   0   0   0   0   0  +1.449493775951e-07  MO
4   3   3  -2   0  -2   0   0   0   0   0   0  -7.930516599803e-09  MO
4   3   3  -2   0  -1   0   0   0   0   0   0  +9.020323074486e-08  MO
3   3   3  -2   0   0  -1   0   0   0   0   0  -1.548241498775e-07  SU
4   3   3  -2   0   0   0   0   0   0   0   0  +4.912827122020e-07  MO
3   3   3  -2   0   0   1   0   0   0   0   0  +5.986260917271e-08  SU
4   3   3  -2   0   1   0   0   0   0   0   0  +8.227271414506e-08  MO
