# n            h                    k                    l
  399   -4.2360448925079   -4.3126169622594E-03   2.0883702760548E-03
  400   -4.2399583957114   -4.3058316595660E-03   2.0849939407384E-03
  401   -4.2438677393257   -4.2990817254684E-03   2.0816465112380E-03
  402   -4.2477729100910   -4.2923668659105E-03   2.0783277224714E-03
  403   -4.2516739008070   -4.2856867478270E-03   2.0750372946956E-03
  404   -4.2555707026969   -4.2790410747121E-03   2.0717749556378E-03
  405   -4.2594633050919   -4.2724295019075E-03   2.0685404422471E-03
  406   -4.2633517037537   -4.2658517538284E-03   2.0653334741904E-03
  407   -4.2672358909898   -4.2593075088307E-03   2.0621537861855E-03
  408   -4.2711158543217   -4.2527964883305E-03   2.0590011283424E-03
  409   -4.2749915878108   -4.2463183632486E-03   2.0558752351671E-03
  410   -4.2788630823654   -4.2398728678739E-03   2.0527758531084E-03
  411   -4.2827303351766   -4.2334596937046E-03   2.0497027131402E-03
  412   -4.2865933332829   -4.2270785450217E-03   2.0466555787150E-03
  413   -4.2904520703464   -4.2207291777066E-03   2.0436341965461E-03
  414   -4.2943065384181   -4.2144112659099E-03   2.0406383212160E-03
  415   -4.2981567320048   -4.2081245672663E-03   2.0376677023169E-03
  416   -4.3020026400735   -4.2018687952077E-03   2.0347221087026E-03
  417   -4.3058442597248   -4.1956436326874E-03   2.0318012886334E-03
  418   -4.3096815808840   -4.1894488863334E-03   2.0289050118562E-03
  419   -4.3135145965227   -4.1832842429308E-03   2.0260330448558E-03
  420   -4.3173433007905   -4.1771494386031E-03   2.0231851511424E-03
  421   -4.3211676871987   -4.1710442218987E-03   2.0203610996533E-03
  422   -4.3249877458011   -4.1649683642605E-03   2.0175606707724E-03
  423   -4.3288034729322   -4.1589215652518E-03   2.0147836302743E-03
  424   -4.3326148620540   -4.1529036008565E-03   2.0120297553011E-03
  425   -4.3364219035180   -4.1469141970698E-03   2.0092988320501E-03
  426   -4.3402245918542   -4.1409531299406E-03   2.0065906394114E-03
  427   -4.3440229231529   -4.1350201421004E-03   2.0039049536973E-03
  428   -4.3478168881537   -4.1291150156030E-03   2.0012415677732E-03
  429   -4.3516064814312   -4.1232374680471E-03   1.9986002674786E-03
  430   -4.3553916962238   -4.1173873022748E-03   1.9959808435923E-03
  431   -4.3591725312238   -4.1115642641977E-03   1.9933830749015E-03
  432   -4.3629489723702   -4.1057681291693E-03   1.9908067771029E-03
  433   -4.3667210195783   -4.0999986676488E-03   1.9882517303369E-03
  434   -4.3704886643474   -4.0942556638711E-03   1.9857177387796E-03
  435   -4.3742519019446   -4.0885388613338E-03   1.9832046008795E-03
  436   -4.3780107251975   -4.0828480820738E-03   1.9807121209818E-03
  437   -4.3817651325422   -4.0771830861234E-03   1.9782400921660E-03
  438   -4.3855151128856   -4.0715436374342E-03   1.9757883357049E-03
  439   -4.3892606641833   -4.0659295476403E-03   1.9733566499867E-03
  440   -4.3930017802744   -4.0603405890619E-03   1.9709448457818E-03
  441   -4.3967384567913   -4.0547765658963E-03   1.9685527327825E-03
  442   -4.4004706860668   -4.0492372528799E-03   1.9661801302572E-03
  443   -4.4041984664070   -4.0437224565294E-03   1.9638268445008E-03
  444   -4.4079217893588   -4.0382319671031E-03   1.9614927007836E-03
  445   -4.4116406525303   -4.0327655863951E-03   1.9591775113736E-03
  446   -4.4153550475620   -4.0273231296925E-03   1.9568811052495E-03
  447   -4.4190649750492   -4.0219043683152E-03   1.9546032910475E-03
  448   -4.4227704257266   -4.0165091189532E-03   1.9523439046174E-03
  449   -4.4264713971847   -4.0111371952486E-03   1.9501027645991E-03
  450   -4.4301678829869   -4.0057884095537E-03   1.9478797038211E-03
  451   -4.4338598797908   -4.0004625565818E-03   1.9456745485231E-03
  452   -4.4375473804719   -3.9951594592835E-03   1.9434871354097E-03
  453   -4.4412303890638   -3.9898789141821E-03   1.9413172760362E-03
  454   -4.4449088908446   -3.9846207862337E-03   1.9391648307141E-03
  455   -4.4485828871997   -3.9793848509980E-03   1.9370296210415E-03
  456   -4.4522523766311   -3.9741709175554E-03   1.9349114767535E-03
  457   -4.4559173476322   -3.9689788425963E-03   1.9328102566470E-03
  458   -4.4595778009530   -3.9638084168629E-03   1.9307257880672E-03
  459   -4.4632337298119   -3.9586595053263E-03   1.9286579203377E-03
  460   -4.4668851329502   -3.9535319196198E-03   1.9266064903492E-03
  461   -4.4705320101071   -3.9484254845746E-03   1.9245713340793E-03
  462   -4.4741743496704   -3.9433400199037E-03   1.9225523184582E-03
  463   -4.4778121496091   -3.9382753762137E-03   1.9205492865856E-03
  464   -4.4814454130143   -3.9332313804364E-03   1.9185620717443E-03
  465   -4.4850741305986   -3.9282078369551E-03   1.9165905397111E-03
  466   -4.4886983017006   -3.9232046381537E-03   1.9146345348029E-03
  467   -4.4923179184116   -3.9182216156504E-03   1.9126939223116E-03
  468   -4.4959329829798   -3.9132585826523E-03   1.9107685445234E-03
  469   -4.4995434882198   -3.9083153816470E-03   1.9088582669334E-03
  470   -4.5031494352172   -3.9033918902939E-03   1.9069629370935E-03
  471   -4.5067508160989   -3.8984879287154E-03   1.9050824265416E-03
  472   -4.5103476314965   -3.8936033310315E-03   1.9032165871017E-03
  473   -4.5139398799553   -3.8887379567901E-03   1.9013652772726E-03
  474   -4.5175275502645   -3.8838916837474E-03   1.8995283797535E-03
  475   -4.5211106475286   -3.8790643369117E-03   1.8977057407112E-03
  476   -4.5246891670260   -3.8742557637148E-03   1.8958972310732E-03
  477   -4.5282631077955   -3.8694658389643E-03   1.8941027137449E-03
  478   -4.5318324615915   -3.8646943937229E-03   1.8923220708273E-03
  479   -4.5353972309153   -3.8599413263766E-03   1.8905551597751E-03
  480   -4.5389574135179   -3.8552064527749E-03   1.8888018513640E-03
  481   -4.5425130041850   -3.8504896393456E-03   1.8870620246600E-03
  482   -4.5460640071507   -3.8457907849181E-03   1.8853355371403E-03
  483   -4.5496104087608   -3.8411097104620E-03   1.8836222909871E-03
  484   -4.5531522152654   -3.8364462851281E-03   1.8819221420724E-03
  485   -4.5566894250351   -3.8318003930764E-03   1.8802349661256E-03
  486   -4.5602220308501   -3.8271719035756E-03   1.8785606535692E-03
  487   -4.5637500333377   -3.8225606700958E-03   1.8768990771545E-03
  488   -4.5672734296618   -3.8179665681832E-03   1.8752501205880E-03
  489   -4.5707922195806   -3.8133894802722E-03   1.8736136601229E-03
  490   -4.5743064028819   -3.8088292365364E-03   1.8719895771449E-03
  491   -4.5778159756683   -3.8042857642135E-03   1.8703777584710E-03
  492   -4.5813209328298   -3.7997589154283E-03   1.8687780984731E-03
  493   -4.5848212821050   -3.7952485340449E-03   1.8671904608321E-03
  494   -4.5883170087305   -3.7907545585839E-03   1.8656147638186E-03
  495   -4.5918081242280   -3.7862768091185E-03   1.8640508649163E-03
  496   -4.5952946205107   -3.7818152134083E-03   1.8624986698091E-03
  497   -4.5987764960494   -3.7773696127537E-03   1.8609580686066E-03
  498   -4.6022537509609   -3.7729399159586E-03   1.8594289500268E-03
  499   -4.6057263838542   -3.7685260054607E-03   1.8579112059168E-03
  500   -4.6091943961107   -3.7641277237771E-03   1.8564047248643E-03
  501   -4.6126577826089   -3.7597450048095E-03   1.8549094099309E-03
  502   -4.6161165428653   -3.7553777328759E-03   1.8534251552419E-03
  503   -4.6195706767390   -3.7510257638383E-03   1.8519518557583E-03
  504   -4.6230201844440   -3.7466890047003E-03   1.8504894058901E-03
  505   -4.6264650662936   -3.7423673401026E-03   1.8490377016089E-03
  506   -4.6299053143026   -3.7380606710263E-03   1.8475966581797E-03
  507   -4.6333409328452   -3.7337688889378E-03   1.8461661642505E-03
  508   -4.6367719210970   -3.7294918600427E-03   1.8447461216536E-03
  509   -4.6401982812934   -3.7252295163200E-03   1.8433364261759E-03
  510   -4.6436200104498   -3.7209817151306E-03   1.8419369859593E-03
  511   -4.6470371067146   -3.7167483536317E-03   1.8405477080905E-03
  512   -4.6504495677575   -3.7125293705612E-03   1.8391685015704E-03
  513   -4.6538573957928   -3.7083246288258E-03   1.8377992665598E-03
  514   -4.6572605927576   -3.7041340320342E-03   1.8364399042901E-03
  515   -4.6606591565665   -3.6999574774390E-03   1.8350903267089E-03
  516   -4.6640530842506   -3.6957948806876E-03   1.8337504477356E-03
  517   -4.6674423800754   -3.6916460972970E-03   1.8324201672139E-03
  518   -4.6708270408431   -3.6875111385336E-03   1.8310994014178E-03
  519   -4.6742070658677   -3.6833897579374E-03   1.8297880637744E-03
  520   -4.6775824566911   -3.6792819800612E-03   1.8284860613118E-03
  521   -4.6809532124089   -3.6751876677925E-03   1.8271933094368E-03
  522   -4.6843193364648   -3.6711067261681E-03   1.8259097137814E-03
  523   -4.6876808242815   -3.6670390194210E-03   1.8246352001160E-03
  524   -4.6910376786938   -3.6629845109629E-03   1.8233696762072E-03
  525   -4.6943898971227   -3.6589431074772E-03   1.8221130645667E-03
  526   -4.6977374864139   -3.6549147046134E-03   1.8208652677732E-03
  527   -4.7010804383890   -3.6508992036411E-03   1.8196262217073E-03
  528   -4.7044187593078   -3.6468965373916E-03   1.8183958312686E-03
  529   -4.7077524471799   -3.6429065886994E-03   1.8171740213563E-03
  530   -4.7110815011402   -3.6389292967742E-03   1.8159607138326E-03
  531   -4.7144059261802   -3.6349645718573E-03   1.8147558200359E-03
  532   -4.7177257187612   -3.6310123083932E-03   1.8135592701770E-03
  533   -4.7210408796793   -3.6270724311560E-03   1.8123709855782E-03
  534   -4.7243514144774   -3.6231448562671E-03   1.8111908782095E-03
  535   -4.7276573188042   -3.6192295329575E-03   1.8100188831153E-03
  536   -4.7309585957304   -3.6153263213293E-03   1.8088549183045E-03
  537   -4.7342552439298   -3.6114351750728E-03   1.8076989143619E-03
  538   -4.7375472632761   -3.6075559861423E-03   1.8065507982403E-03
  539   -4.7408346610755   -3.6036887145969E-03   1.8054104823808E-03
  540   -4.7441174326023   -3.5998332565024E-03   1.8042779064353E-03
  541   -4.7473955752746   -3.5959895311151E-03   1.8031530043506E-03
  542   -4.7506690996579   -3.5921574450394E-03   1.8020356852977E-03
  543   -4.7539379988237   -3.5883369642362E-03   1.8009258944375E-03
  544   -4.7572022857866   -3.5845279456843E-03   1.7998235375060E-03
  545   -4.7604619471432   -3.5807303896331E-03   1.7987285741293E-03
  546   -4.7637169900925   -3.5769441901524E-03   1.7976409223934E-03
  547   -4.7669674152865   -3.5731692617360E-03   1.7965605157721E-03
  548   -4.7702132284152   -3.5694055147264E-03   1.7954872776253E-03
  549   -4.7734544220178   -3.5656529161788E-03   1.7944211580475E-03
  550   -4.7766910059494   -3.5619113846276E-03   1.7933620736622E-03
  551   -4.7799229747340   -3.5581808100243E-03   1.7923099719014E-03
  552   -4.7831503430219   -3.5544611769767E-03   1.7912647610490E-03
  553   -4.7863730905321   -3.5507523576868E-03   1.7902264214037E-03
  554   -4.7895912372159   -3.5470543061694E-03   1.7891948499142E-03
  555   -4.7928047777405   -3.5433669659792E-03   1.7881699978227E-03
  556   -4.7960137144997   -3.5396902573686E-03   1.7871518006566E-03
  557   -4.7992180466189   -3.5360241300356E-03   1.7861402007085E-03
  558   -4.8024177800898   -3.5323684590329E-03   1.7851351281780E-03
  559   -4.8056129067623   -3.5287232854618E-03   1.7841365405784E-03
  560   -4.8088034497603   -3.5250884164199E-03   1.7831443357962E-03
  561   -4.8119893895514   -3.5214638411478E-03   1.7821584956049E-03
  562   -4.8151707356155   -3.5178495449836E-03   1.7811789447980E-03
  563   -4.8183474905798   -3.5142453800029E-03   1.7802056237579E-03
  564   -4.8215196545259   -3.5106513252711E-03   1.7792384775760E-03
  565   -4.8246872342722   -3.5070673003846E-03   1.7782774386952E-03
  566   -4.8278502239037   -3.5034932879927E-03   1.7773224643743E-03
  567   -4.8310086298672   -3.4999291205521E-03   1.7763734905496E-03
  568   -4.8341624605297   -3.4963748457001E-03   1.7754304468875E-03
  569   -4.8373117069068   -3.4928303356410E-03   1.7744933007438E-03
  570   -4.8404563759793   -3.4892955654804E-03   1.7735619864861E-03
  571   -4.8435964668005   -3.4857704717000E-03   1.7726364552935E-03
  572   -4.8467319906058   -3.4822549712833E-03   1.7717166361631E-03
  573   -4.8498629456285   -3.4787490080478E-03   1.7708024825852E-03
  574   -4.8529893195588   -3.4752525543098E-03   1.7698939686855E-03
  575   -4.8561111384365   -3.4717655401457E-03   1.7689909965612E-03
  576   -4.8592283865107   -3.4682878876687E-03   1.7680935490937E-03
  577   -4.8623410784453   -3.4648195326701E-03   1.7672015505559E-03
  578   -4.8654492099583   -3.4613604318630E-03   1.7663149621037E-03
  579   -4.8685527836169   -3.4579105706531E-03   1.7654337320963E-03
  580   -4.8716518013340   -3.4544698229052E-03   1.7645578122343E-03
  581   -4.8747462692591   -3.4510381436141E-03   1.7636871452026E-03
  582   -4.8778361874881   -3.4476155643590E-03   1.7628216851226E-03
  583   -4.8809215595674   -3.4442019171255E-03   1.7619613822858E-03
  584   -4.8840023872117   -3.4407972131318E-03   1.7611061894447E-03
  585   -4.8870786738868   -3.4374013715144E-03   1.7602560566429E-03
  586   -4.8901504218945   -3.4340143406428E-03   1.7594109368430E-03
  587   -4.8932176311647   -3.4306360705531E-03   1.7585707877861E-03
  588   -4.8962803088728   -3.4272665654951E-03   1.7577355540089E-03
  589   -4.8993384579337   -3.4239056817218E-03   1.7569051894265E-03
  590   -4.9023920766119   -3.4205534117109E-03   1.7560796557598E-03
  591   -4.9054411704092   -3.4172097075120E-03   1.7552589025593E-03
  592   -4.9084857427460   -3.4138745217686E-03   1.7544428834227E-03
  593   -4.9115257943618   -3.4105477917178E-03   1.7536315577059E-03
  594   -4.9145613329382   -3.4072294679435E-03   1.7528248717476E-03
  595   -4.9175923528524   -3.4039194701013E-03   1.7520227981689E-03
  596   -4.9206188661257   -3.4006178232706E-03   1.7512252753550E-03
  597   -4.9236408692474   -3.3973244374677E-03   1.7504322730649E-03
  598   -4.9266583750255   -3.3940392592628E-03   1.7496437299795E-03
  599   -4.9296713639310   -3.3907622557706E-03   1.7488596456483E-03
  600   -4.9326798695712   -3.3874933891579E-03   1.7480799207430E-03
  601   -4.9356838743814   -3.3842325739328E-03   1.7473045527375E-03
  602   -4.9386833791546   -3.3809797656659E-03   1.7465335035738E-03
  603   -4.9416784026033   -3.3777349556714E-03   1.7457667046421E-03
  604   -4.9446689384481   -3.3744980985856E-03   1.7450041323229E-03
  605   -4.9476549946309   -3.3712690893868E-03   1.7442457373829E-03
  606   -4.9506365652148   -3.3680479594490E-03   1.7434914971079E-03
  607   -4.9536136612572   -3.3648346394767E-03   1.7427413567196E-03
  608   -4.9565862838376   -3.3616290449328E-03   1.7419952826185E-03
  609   -4.9595544414386   -3.3584311641083E-03   1.7412532258468E-03
  610   -4.9625181185483   -3.3552409643922E-03   1.7405151822427E-03
  611   -4.9654773439153   -3.3520584008223E-03   1.7397810670897E-03
  612   -4.9684321040653   -3.3488834021074E-03   1.7390508738470E-03
  613   -4.9713824109794   -3.3457159084631E-03   1.7383245491143E-03
  614   -4.9743282636989   -3.3425559805984E-03   1.7376020634754E-03
  615   -4.9772696618436   -3.3394034717564E-03   1.7368833878299E-03
  616   -4.9802066164121   -3.3362584098130E-03   1.7361684712266E-03
  617   -4.9831391295670   -3.3331206966007E-03   1.7354572802692E-03
  618   -4.9860672045973   -3.3299903070080E-03   1.7347497802226E-03
  619   -4.9889908436298   -3.3268672120808E-03   1.7340459367496E-03
  620   -4.9919100404746   -3.3237513795429E-03   1.7333457333712E-03
  621   -4.9948248185249   -3.3206427300358E-03   1.7326490992159E-03
  622   -4.9977351660829   -3.3175412943741E-03   1.7319560268058E-03
  623   -5.0006410933969   -3.3144469721746E-03   1.7312664705000E-03
  624   -5.0035425986230   -3.3113597492361E-03   1.7305804054456E-03
  625   -5.0064396915271   -3.3082796003606E-03   1.7298977875675E-03
  626   -5.0093323725004   -3.3052064452083E-03   1.7292185894934E-03
  627   -5.0122206545520   -3.3021402350445E-03   1.7285427619613E-03
  628   -5.0151045120660   -3.2990810783798E-03   1.7278703223076E-03
  629   -5.0179839793465   -3.2960287168069E-03   1.7272011863499E-03
  630   -5.0208590608345   -3.2929832679255E-03   1.7265353191458E-03
  631   -5.0237297391044   -3.2899446228560E-03   1.7258727269782E-03
  632   -5.0265960267507   -3.2869128444810E-03   1.7252133616302E-03
  633   -5.0294579354219   -3.2838877390926E-03   1.7245571795950E-03
  634   -5.0323154548017   -3.2808694246690E-03   1.7239041728311E-03
  635   -5.0351686087875   -3.2778577307366E-03   1.7232542770489E-03
  636   -5.0380173738551   -3.2748527186484E-03   1.7226075077900E-03
  637   -5.0408617690827   -3.2718543918028E-03   1.7219638091360E-03
  638   -5.0437018080024   -3.2688625712241E-03   1.7213231348079E-03
  639   -5.0465374786881   -3.2658772851363E-03   1.7206854821359E-03
  640   -5.0493687983123   -3.2628985302112E-03   1.7200507985462E-03
  641   -5.0521957546964   -3.2599262274288E-03   1.7194190831567E-03
  642   -5.0550183572108   -3.2569604452821E-03   1.7187902962669E-03
  643   -5.0578366223640   -3.2540010342503E-03   1.7181643890633E-03
  644   -5.0606505378621   -3.2510479808784E-03   1.7175413606017E-03
  645   -5.0634601123833   -3.2481013204638E-03   1.7169211745807E-03
  646   -5.0662653579581   -3.2451609453580E-03   1.7163037884486E-03
  647   -5.0690662662956   -3.2422268669179E-03   1.7156891970649E-03
  648   -5.0718628467180   -3.2392990126560E-03   1.7150773629201E-03
  649   -5.0746551047886   -3.2363773778592E-03   1.7144682561717E-03
  650   -5.0774430447990   -3.2334619215935E-03   1.7138618498935E-03
  651   -5.0802266740575   -3.2305526442085E-03   1.7132581113268E-03
  652   -5.0830059865955   -3.2276494728914E-03   1.7126570316834E-03
  653   -5.0857809963990   -3.2247523857440E-03   1.7120585672315E-03
  654   -5.0885516874166   -3.2218613849104E-03   1.7114627262223E-03
  655   -5.0913180958465   -3.2189764146635E-03   1.7108694283114E-03
  656   -5.0940801947612   -3.2160974183452E-03   1.7102787008596E-03
  657   -5.0968380150124   -3.2132243806563E-03   1.7096904730450E-03
  658   -5.0995915481087   -3.2103573329838E-03   1.7091047411112E-03
  659   -5.1023407933503   -3.2074961467753E-03   1.7085214875657E-03
  660   -5.1050857591416   -3.2046408535498E-03   1.7079406822515E-03
  661   -5.1078264513320   -3.2017914219828E-03   1.7073622958652E-03
  662   -5.1105628717921   -3.1989478511540E-03   1.7067863088904E-03
  663   -5.1132950278396   -3.1961100165184E-03   1.7062126923286E-03
  664   -5.1160229248287   -3.1932779715955E-03   1.7056414201224E-03
  665   -5.1187465471232   -3.1904516298431E-03   1.7050725013931E-03
  666   -5.1214659283542   -3.1876310237524E-03   1.7045058637036E-03
  667   -5.1241810604312   -3.1848160745919E-03   1.7039415050997E-03
  668   -5.1268919381179   -3.1820068354310E-03   1.7033794159776E-03
  669   -5.1295985862529   -3.1792031635421E-03   1.7028195427582E-03
  670   -5.1323009919854   -3.1764051135565E-03   1.7022618883973E-03
  671   -5.1349991593560   -3.1736126492369E-03   1.7017064305125E-03
  672   -5.1376931031052   -3.1708257068309E-03   1.7011531316484E-03
  673   -5.1403828208346   -3.1680443253842E-03   1.7006019790447E-03
  674   -5.1430683206892   -3.1652683874760E-03   1.7000529458857E-03
  675   -5.1457496058241   -3.1624979429155E-03   1.6995060105971E-03
  676   -5.1484266759068   -3.1597328922679E-03   1.6989611610932E-03
  677   -5.1510995258614   -3.1569732883608E-03   1.6984183887333E-03
  678   -5.1537681922175   -3.1542190349676E-03   1.6978776232700E-03
  679   -5.1564326532056   -3.1514701804559E-03   1.6973388830660E-03
  680   -5.1590929056881   -3.1487266715557E-03   1.6968021598139E-03
  681   -5.1617489904001   -3.1459884621333E-03   1.6962673756709E-03
  682   -5.1644008727902   -3.1432555187503E-03   1.6957345724739E-03
  683   -5.1670485783408   -3.1405278779919E-03   1.6952036947989E-03
  684   -5.1696921050294   -3.1378054331946E-03   1.6946747330223E-03
  685   -5.1723314607412   -3.1350881813632E-03   1.6941476625763E-03
  686   -5.1749666441976   -3.1323761900923E-03   1.6936224710756E-03
  687   -5.1775976573956   -3.1296693047992E-03   1.6930991440605E-03
  688   -5.1802245195131   -3.1269676060197E-03   1.6925776380789E-03
  689   -5.1828472147809   -3.1242709532038E-03   1.6920579661076E-03
  690   -5.1854657660688   -3.1215794496384E-03   1.6915400788923E-03
  691   -5.1880801663055   -3.1188929780946E-03   1.6910239762713E-03
  692   -5.1906904185175   -3.1162115880878E-03   1.6905096412144E-03
  693   -5.1932965498838   -3.1135351953372E-03   1.6899970195831E-03
  694   -5.1958985284352   -3.1108638081607E-03   1.6894861494968E-03
  695   -5.1984963831756   -3.1081973952602E-03   1.6889769742235E-03
  696   -5.2010901167413   -3.1055359328093E-03   1.6884694791313E-03
